Year,District Name,District_Code.x,In_District_Expenditures,Total_In_District_FTEs,In_District_Expenditures_Per_Pupil,Total_Expenditures,Total_Pupil_FTEs,Total_Expenditures_Per_Pupil,District_Code.y,Cohort_Size,Percent_Graduated,Percent_Still_in_School,Percent_Non_Grad_Completers,Percent_HS_Equiv,Percent_Dropped_Out,Percent_Excluded,Percent_American_Indian,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Multi_Race,Percent_Pacific_Islander,Percent_White,Percent_Female,Percent_Male,SAT_Tests_Taken,SAT_Reading_Writing_Mean_Score,SAT_Math_Mean_Score,Student_Teacher_Ratio,Low_Income_Percent
2015,tantasqua,07700000,"$23,420,423.00","1,763.7","$13,279.14","$23,708,081.00","1,818.6","$13,036.45",7700000,258,93.8,4.3,0,0.4,1.6,0,0.7,1.5,0.7,4.3,1.7,0.1,91,46.4,53.6,176,0,544,11.8,27.1
2016,tantasqua,07700000,"$24,337,349.00","1,775.4","$13,708.09","$24,578,121.00","1,823.2","$13,480.76",7700000,276,94.2,3.6,0.4,0,1.8,0,0.5,1.8,0.6,4.2,2,0,90.9,48.8,51.2,166,0,566,11.8,27.1
2017,tantasqua,07700000,"$24,753,717.00","1,802.2","$13,735.28","$24,917,946.00","1,836.4","$13,568.91",7700000,313,96.8,1.6,0,0,1.6,0,0.5,1.7,0.6,4.2,2.4,0,90.7,48.8,51.2,295,566,585,11.8,27.1
2018,tantasqua,07700000,"$25,684,249.00","1,757.2","$14,616.58","$25,892,750.02","1,795.7","$14,419.31",7700000,263,98.1,1.1,0.4,0,0.4,0,0.5,1.6,0.8,4.6,2.3,0.1,90.2,47.6,52.4,261,573,607,11.8,27.1
2019,tantasqua,07700000,"$26,131,484.00","1,782.4","$14,660.84","$26,442,193.00","1,822.5","$14,508.75",7700000,252,94.4,0.4,2.4,0.4,2.4,0,0.4,1.3,0.7,4.5,2.6,0.1,90.5,49.3,50.7,284,564,590,11.8,27.1
2020,tantasqua,07700000,"$26,673,512.00","1,787.2","$14,924.75","$27,098,831.00","1,840.6","$14,722.82",7700000,278,98.6,0,0.4,0.4,0.7,0,0.3,1,0.6,4.3,2.2,0.1,91.5,49.9,50.1,152,569,591,11.8,27.1
2021,tantasqua,07700000,"$27,098,404.00","1,761.7","$15,381.96","$27,587,131.00","1,817.5","$15,178.61",7700000,267,98.1,0.7,0,0,1.1,0,0.2,1.1,0.5,4.5,2.6,0,91.2,50.5,49.5,142,575,596,11.8,27.1
2022,tantasqua,07700000,"$29,531,319.00","1,776.3","$16,625.19","$29,973,568.00","1,834.1","$16,342.38",7700000,282,94,3.9,0,0.4,1.8,0,0.2,0.9,0.7,5.1,2.5,0,90.5,49.5,50.5,162,577,577,11.8,27.1
2023,tantasqua,07700000,"$30,277,696.00","1,720.6","$17,597.17","$30,677,716.53","1,784.9","$17,187.36",7700000,272,92.6,3.3,0,0,4,0,0.2,1,0.7,5.2,2.8,0,90.2,49.4,50.5,208,559,576,11.8,27.1
2008,taunton,02930000,"$78,058,020.00","7,975.8","$9,786.86","$86,140,040.00","8,224.2","$10,473.97",2930000,482,76.1,5.2,1.5,1.9,15.4,0,0.2,1,6.9,6.5,NA,NA,85.5,48.6,51.4,255,485.5,507,14.4,58.4
2009,taunton,02930000,"$83,155,396.00","7,877.8","$10,555.62","$91,350,954.00","8,119.5","$11,250.77",2930000,425,80.7,5.6,1.6,1.4,10.6,0,0.2,1.1,7.1,6.7,NA,NA,85,48.3,51.7,229,472,496,14.4,58.4
2010,taunton,02930000,"$80,962,264.40","7,947.1","$10,187.65","$88,869,811.07","8,181.5","$10,862.29",2930000,391,80.8,5.6,1,1.5,11,0,0.3,0.9,7.1,9.6,3.9,0.1,78.1,47.9,52.1,206,491,509,14.4,58.4
2011,taunton,02930000,"$79,815,057.84","7,919.2","$10,078.68","$87,831,692.33","8,114.3","$10,824.31",2930000,379,85.8,2.1,1.3,0.5,10.3,0,0.2,1,7.6,11.1,3.9,0,76.1,48.1,51.9,260,493.5,510,14.4,58.4
2012,taunton,02930000,"$83,101,583.66","7,753.8","$10,717.53","$91,077,257.55","7,977.1","$11,417.34",2930000,392,82.9,5.4,3.1,1.3,7.4,0,0.2,1.1,8,11.6,4,0,75.1,47.7,52.3,249,484.5,495,14.4,58.4
2013,taunton,02930000,"$86,479,270.59","7,693.5","$11,240.56","$94,436,925.64","7,927.1","$11,913.17",2930000,382,85.6,3.1,1.6,2.1,7.6,0,0.2,1.1,8.2,11.5,3.8,0.1,75.1,48.4,51.6,227,479,500,14.4,58.4
2014,taunton,02930000,"$89,118,286.36","7,884.9","$11,302.40","$97,152,319.86","8,101.9","$11,991.30",2930000,405,84,5.2,2,1.7,7.2,0,0.2,1.1,8.4,11.8,3.7,0.1,74.7,49,51,262,0,487,14.4,58.4
2015,taunton,02930000,"$90,608,084.00","7,941.2","$11,409.87","$100,200,405.00","8,172.7","$12,260.38",2930000,378,87,5.8,2.1,0,5,0,0.2,1.3,8.7,11.7,3.9,0.1,74.1,48.7,51.3,246,0,504,14.4,58.4
2016,taunton,02930000,"$99,057,013.00","8,031.5","$12,333.56","$107,981,137.00","8,290.3","$13,025.00",2930000,400,90.8,4,1.5,0,3.8,0,0.3,1.3,9.1,11.6,4.1,0.1,73.5,49.1,50.9,310,0,501,14.4,58.4
2017,taunton,02930000,"$106,367,828.00","8,099.1","$13,133.29","$114,977,397.00","8,375.9","$13,727.17",2930000,425,92,3.1,1.4,0,3.5,0,0.3,1.5,9.2,11.3,4.3,0.1,73.3,49,51,536,526,513,14.4,58.4
2018,taunton,02930000,"$108,287,929.50","8,092.4","$13,381.44","$116,899,685.01","8,399.9","$13,916.79",2930000,408,91.2,4.7,1.5,0.5,2.2,0,0.2,1.6,10.5,10.9,4.3,0.1,72.4,48.8,51.2,532,513,502,14.4,58.4
2019,taunton,02930000,"$110,347,339.31","8,052.1","$13,704.17","$122,045,635.31","8,400.0","$14,529.24",2930000,437,92.4,1.8,1.6,0,4.1,0,0.3,1.4,11.4,11.2,4.3,0.2,71.2,48.1,51.9,547,506,490,14.4,58.4
2020,taunton,02930000,"$111,527,944.70","8,073.0","$13,814.93","$125,182,043.16","8,463.2","$14,791.34",2930000,428,94.4,1.6,0.9,0,3,0,0.2,1.4,12.5,11.8,4.2,0.2,69.7,48.9,51.1,122,551,530,14.4,58.4
2021,taunton,02930000,"$118,343,856.33","7,705.1","$15,359.16","$132,198,187.33","8,140.3","$16,239.97",2930000,453,92.3,4.6,0.2,0,2.9,0,0.2,1.4,13.7,11.5,4.6,0.2,68.4,48.9,51.1,211,538,514,14.4,58.4
2022,taunton,02930000,"$119,058,747.70","7,896.9","$15,076.64","$136,739,255.00","8,340.9","$16,393.83",2930000,456,93,3.5,0,0.2,3.3,0,0.2,1.4,15.2,11.8,5.1,0.2,66.1,49.1,50.9,263,518,505,14.4,58.4
2023,taunton,02930000,"$133,515,634.30","7,950.5","$16,793.36","$153,317,204.40","8,421.0","$18,206.53",2930000,422,91.7,3.3,0.7,0.2,4,0,0.2,1.4,16.6,12.5,5.2,0.1,63.9,49,51,329,514,489,14.4,58.4
2008,tewksbury,02950000,"$42,887,576.35","4,573.0","$9,378.43","$47,175,812.35","4,678.4","$10,083.75",2950000,289,90,2.4,0,2.8,4.8,0,0,2.2,0.8,1.8,NA,NA,95.1,49.4,50.6,239,507,528,12.6,22
2009,tewksbury,02950000,"$41,901,984.81","4,404.1","$9,514.25","$46,305,405.81","4,486.3","$10,321.44",2950000,293,88.7,2.7,0,3.8,4.8,0,0,2.1,0.7,1.8,NA,NA,95.4,49.9,50.1,202,504,520,12.6,22
2010,tewksbury,02950000,"$41,984,062.67","4,209.3","$9,974.12","$47,255,143.67","4,325.2","$10,925.54",2950000,248,86.7,6,0,4,3.2,0,0,2.3,0.8,1.7,0,0,95.2,49.9,50.1,180,505.5,527,12.6,22
2011,tewksbury,02950000,"$44,693,810.72","4,023.9","$11,107.09","$50,527,703.07","4,187.2","$12,067.18",2950000,232,88.8,3.9,0,0.9,6.5,0,0,2.2,0.9,1.4,0,0,95.4,49.3,50.7,163,497,512,12.6,22
2012,tewksbury,02950000,"$44,581,221.60","3,932.9","$11,335.46","$50,346,806.65","4,096.3","$12,290.80",2950000,238,92.4,3.4,0,1.7,2.5,0,0,2.2,0.9,1.6,0.2,0,95.1,49.1,50.9,196,502.5,511,12.6,22
2013,tewksbury,02950000,"$46,345,803.75","3,794.0","$12,215.55","$52,266,284.01","3,971.4","$13,160.67",2950000,201,89.6,5,0.5,2,3,0,0.1,2.3,1.1,1.5,0.2,0,94.7,49.6,50.4,145,497.5,512,12.6,22
2014,tewksbury,02950000,"$47,636,483.82","3,715.3","$12,821.71","$53,774,092.36","3,905.6","$13,768.46",2950000,191,94.8,2.1,0,0.5,2.6,0,0.2,2.1,1.1,1.5,0.3,0,94.7,49.3,50.7,153,0,509,12.6,22
2015,tewksbury,02950000,"$48,999,854.00","3,625.0","$13,517.20","$56,271,988.00","3,822.9","$14,719.71",2950000,228,93.4,2.6,0.4,1.8,1.8,0,0,2.3,1.3,1.6,0.3,0,94.4,48.6,51.4,180,0,523,12.6,22
2016,tewksbury,02950000,"$51,036,959.00","3,554.4","$14,358.81","$58,066,956.00","3,753.8","$15,468.85",2950000,235,92.8,2.6,0,1.3,3.4,0,0,2.3,1.4,1.8,0.3,0.1,94.2,48.3,51.7,199,0,512,12.6,22
2017,tewksbury,02950000,"$53,579,923.00","3,523.2","$15,207.74","$60,685,423.00","3,715.8","$16,331.72",2950000,259,94.6,2.3,0,1.2,1.9,0,0.1,2.6,1.7,1.7,0.5,0,93.5,48.9,51.1,285,552,550,12.6,22
2018,tewksbury,02950000,"$56,048,311.59","3,478.7","$16,111.86","$63,196,606.68","3,658.0","$17,276.27",2950000,228,93,3.5,0,1.3,2.2,0,0.1,3,1.7,2.1,0.6,0,92.7,48.8,51.2,289,561,567,12.6,22
2019,tewksbury,02950000,"$57,847,394.97","3,438.2","$16,824.91","$65,824,816.47","3,609.6","$18,236.04",2950000,230,95.2,3.5,0,0,1.3,0,0,3.1,1.8,2.1,0.6,0.1,92.3,48.8,51.2,247,555,560,12.6,22
2020,tewksbury,02950000,"$56,083,414.24","3,356.1","$16,710.89","$65,360,674.93","3,529.2","$18,519.97",2950000,211,96.7,1.4,0,0,1.9,0,0.1,3.1,1.9,2.5,0.9,0.1,91.5,48.8,51.2,113,561,565,12.6,22
2021,tewksbury,02950000,"$57,445,022.70","3,239.0","$17,735.42","$65,390,127.04","3,416.4","$19,140.07",2950000,200,95.5,3,0,0,1.5,0,0.1,3,2.6,2.8,0.9,0.1,90.6,48.8,51.2,196,552,545,12.6,22
2022,tewksbury,02950000,"$62,165,732.95","3,239.6","$19,189.32","$70,866,934.11","3,427.7","$20,674.78",2950000,212,93.9,4.2,0,0,1.9,0,0,3.3,2.8,3.7,1,0.1,89.1,49.4,50.6,149,546,530,12.6,22
2023,tewksbury,02950000,"$64,647,828.93","3,263.1","$19,811.78","$75,076,701.01","3,440.9","$21,818.91",2950000,185,95.1,2.7,0,0,2.2,0,0.1,3.6,3.4,4.6,1.2,0,87.1,49.4,50.6,62,583,568,12.6,22
2008,tisbury,02960000,"$5,937,987.00",307.0,"$19,341.98","$6,778,976.00",385.0,"$17,607.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,tisbury,02960000,"$6,384,399.87",305.8,"$20,879.06","$7,249,954.87",379.7,"$19,094.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,tisbury,02960000,"$6,504,575.19",306.4,"$21,229.03","$7,423,328.19",388.1,"$19,127.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,tisbury,02960000,"$6,711,095.84",328.5,"$20,429.52","$7,729,685.84",406.6,"$19,010.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,tisbury,02960000,"$7,060,821.77",324.3,"$21,772.50","$8,094,941.77",400.5,"$20,212.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,tisbury,02960000,"$7,202,457.00",327.6,"$21,985.52","$8,156,955.00",404.0,"$20,190.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,tisbury,02960000,"$7,518,304.00",326.7,"$23,012.87","$8,471,945.00",398.7,"$21,248.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,tisbury,02960000,"$7,926,097.00",372.2,"$21,295.26","$8,850,891.00",444.6,"$19,907.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,tisbury,02960000,"$8,129,190.00",326.1,"$24,928.52","$8,818,652.00",393.8,"$22,393.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,tisbury,02960000,"$8,143,372.00",323.2,"$25,196.08","$9,055,455.00",391.6,"$23,124.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,tisbury,02960000,"$8,460,525.64",310.2,"$27,274.42","$9,383,112.90",388.1,"$24,177.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,tisbury,02960000,"$9,055,750.51",309.5,"$29,259.29","$10,005,425.51",376.3,"$26,588.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,tisbury,02960000,"$9,645,687.55",299.5,"$32,205.97","$10,936,232.55",385.3,"$28,383.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,tisbury,02960000,"$9,652,503.31",288.0,"$33,515.64","$10,756,168.31",363.4,"$29,598.70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,tisbury,02960000,"$10,001,386.47",297.3,"$33,640.72","$11,311,315.47",385.4,"$29,349.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,tisbury,02960000,"$10,380,448.72",273.1,"$38,009.70","$11,808,735.15",377.3,"$31,298.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,topsfield,02980000,"$7,310,872.04",697.4,"$10,483.04","$7,698,396.90",709.4,"$10,851.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,topsfield,02980000,"$7,469,681.11",652.1,"$11,455.51","$7,801,307.11",661.8,"$11,788.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,topsfield,02980000,"$7,267,031.50",670.1,"$10,844.70","$7,602,336.50",680.8,"$11,166.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,topsfield,02980000,"$7,617,551.00",654.0,"$11,647.63","$7,858,490.00",662.5,"$11,861.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,topsfield,02980000,"$7,987,060.00",618.6,"$12,911.51","$8,265,882.00",628.5,"$13,151.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,topsfield,02980000,"$8,238,651.64",599.6,"$13,740.25","$8,624,709.64",608.4,"$14,176.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,topsfield,02980000,"$8,567,635.43",605.2,"$14,156.70","$8,930,015.43",612.6,"$14,577.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,topsfield,02980000,"$9,451,503.00",606.9,"$15,573.41","$9,652,793.00",612.5,"$15,759.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,topsfield,02980000,"$9,948,726.00",634.7,"$15,674.69","$10,131,389.00",640.7,"$15,813.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,topsfield,02980000,"$10,564,547.00",632.9,"$16,692.28","$10,812,119.00",639.9,"$16,896.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,topsfield,02980000,"$10,596,822.00",640.2,"$16,552.36","$10,871,301.00",646.2,"$16,823.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,topsfield,02980000,"$10,526,887.00",648.9,"$16,222.66","$10,928,660.00",653.9,"$16,713.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,topsfield,02980000,"$11,059,507.00",650.9,"$16,991.10","$11,354,792.00",657.9,"$17,259.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,topsfield,02980000,"$11,236,113.00",590.9,"$19,015.25","$11,524,370.00",597.2,"$19,297.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,topsfield,02980000,"$11,973,138.00",630.4,"$18,992.92","$12,345,587.00",641.7,"$19,238.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,topsfield,02980000,"$11,995,823.00",634.2,"$18,914.89","$12,195,360.00",639.2,"$19,079.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,triton,07730000,"$33,973,475.93","3,217.1","$10,560.28","$38,767,993.93","3,592.4","$10,791.67",7730000,218,85.3,5,0,4.1,5,0.5,0.8,0.7,0.9,1.1,NA,NA,96.5,48,52,156,506,517,10.2,29.7
2009,triton,07730000,"$35,119,110.73","3,159.7","$11,114.73","$39,671,536.30","3,522.3","$11,263.00",7730000,210,88.6,6.2,0,1,4.3,0,0.3,0.7,0.7,1.2,NA,NA,97,48.1,51.9,123,509,523,10.2,29.7
2010,triton,07730000,"$35,108,890.64","3,075.2","$11,416.78","$39,214,860.64","3,409.1","$11,503.00",7730000,224,90.6,3.6,0.4,0.4,4.5,0.4,0.2,0.6,0.6,1.4,0.3,0.1,96.8,48.4,51.6,160,509.5,545,10.2,29.7
2011,triton,07730000,"$36,110,758.37","2,980.4","$12,116.08","$40,817,347.22","3,276.2","$12,458.75",7730000,193,86,5.2,0,1,7.8,0,0.1,0.9,0.5,1.7,0.4,0.1,96.3,49.2,50.8,140,504,548,10.2,29.7
2012,triton,07730000,"$36,112,833.62","2,892.0","$12,487.15","$40,490,459.54","3,176.1","$12,748.48",7730000,192,91.7,1.6,0,2.1,4.7,0,0.1,1.3,0.6,1.9,0.4,0.1,95.6,49.4,50.6,144,505,541,10.2,29.7
2013,triton,07730000,"$36,930,800.38","2,814.0","$13,123.95","$41,202,015.23","3,063.1","$13,451.08",7730000,163,90.8,5.5,0.6,0,3.1,0,0.2,1.3,0.5,2.3,0.5,0,95.2,49.2,50.8,131,517,545,10.2,29.7
2014,triton,07730000,"$37,640,391.25","2,738.8","$13,743.39","$41,883,277.01","2,947.5","$14,209.76",7730000,185,88.1,2.7,0,2.7,5.9,0.5,0.2,1.4,0.6,2.8,0.7,0,94.3,49.6,50.4,140,0,551,10.2,29.7
2015,triton,07730000,"$38,989,903.00","2,705.8","$14,409.75","$43,396,918.00","2,895.7","$14,986.68",7730000,184,89.7,4.3,0.5,1.1,4.3,0,0.1,1.8,0.7,2.6,0.8,0,94,50.5,49.5,151,0,539,10.2,29.7
2016,triton,07730000,"$39,484,912.00","2,605.3","$15,155.61","$43,925,535.00","2,779.7","$15,802.26",7730000,166,89.8,2.4,2.4,2.4,3,0,0.1,1.8,0.5,2.7,1,0,93.9,50.1,49.9,133,0,550,10.2,29.7
2017,triton,07730000,"$39,707,649.00","2,531.5","$15,685.42","$44,075,078.00","2,700.2","$16,322.89",7730000,163,89,3.7,0,2.5,4.9,0,0.1,2,0.7,2.7,1.1,0,93.3,49.4,50.6,222,562,572,10.2,29.7
2018,triton,07730000,"$41,303,793.77","2,506.6","$16,478.02","$44,928,268.09","2,662.1","$16,877.00",7730000,169,93.5,2.4,0.6,1.8,1.8,0,0.1,1.7,0.5,2.3,1.1,0.1,94.1,48.8,51.2,198,552,559,10.2,29.7
2019,triton,07730000,"$41,945,927.00","2,368.8","$17,707.67","$46,389,313.00","2,546.3","$18,218.32",7730000,161,94.4,3.7,0,0,1.9,0,0.1,1.6,0.5,2.4,1.3,0.1,93.9,48.5,51.5,185,558,551,10.2,29.7
2020,triton,07730000,"$42,243,656.85","2,350.3","$17,973.73","$47,673,321.00","2,558.1","$18,636.22",7730000,173,91.3,3.5,0.6,2.3,2.3,0,0.1,1.9,0.6,2.8,1.7,0.2,92.7,49,51,74,541,551,10.2,29.7
2021,triton,07730000,"$43,643,701.50","2,144.2","$20,354.31","$48,594,657.00","2,329.8","$20,857.87",7730000,149,90.6,4.7,1.3,0,3.4,0,0.1,1.9,1.1,2.4,1.7,0.2,92.5,49.3,50.6,63,595,585,10.2,29.7
2022,triton,07730000,"$47,604,733.48","2,185.1","$21,786.07","$52,888,371.00","2,373.6","$22,281.92",7730000,127,90.6,1.6,0,1.6,6.3,0,0.2,1.7,1.1,2.9,1.7,0.2,92.2,48.7,51.3,138,561,542,10.2,29.7
2023,triton,07730000,"$50,039,024.00","2,191.2","$22,836.36","$55,494,225.06","2,383.2","$23,285.59",7730000,167,92.8,3,0.6,0,3.6,0,0.1,1.6,1,3.1,1.9,0.2,92.2,48.5,51.5,113,574,545,10.2,29.7
2008,truro,03000000,"$2,958,107.00",136.2,"$21,718.85","$4,474,489.00",240.8,"$18,581.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,truro,03000000,"$3,247,951.00",141.8,"$22,913.23","$4,839,573.00",245.1,"$19,749.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,truro,03000000,"$3,371,633.00",147.5,"$22,858.53","$4,625,258.00",248.8,"$18,590.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,truro,03000000,"$3,459,964.00",146.9,"$23,553.19","$4,906,181.00",240.0,"$20,442.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,truro,03000000,"$3,565,405.00",151.6,"$23,518.50","$5,064,098.00",245.4,"$20,636.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,truro,03000000,"$3,696,127.00",139.4,"$26,514.54","$5,209,922.00",222.3,"$23,436.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,truro,03000000,"$3,938,458.90",137.5,"$28,643.34","$5,589,476.90",232.4,"$24,051.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,truro,03000000,"$4,018,650.00",124.9,"$32,174.94","$5,989,408.00",230.9,"$25,939.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,truro,03000000,"$3,992,935.00",117.9,"$33,867.13","$6,246,595.00",233.0,"$26,809.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,truro,03000000,"$4,326,502.00",114.6,"$37,753.07","$6,699,686.00",229.1,"$29,243.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,truro,03000000,"$4,555,898.18",104.5,"$43,597.11","$6,993,634.31",222.3,"$31,460.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,truro,03000000,"$4,630,330.12",108.1,"$42,833.77","$7,391,442.35",229.3,"$32,234.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,truro,03000000,"$4,788,169.03",114.0,"$42,001.48","$7,480,146.45",241.5,"$30,973.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,truro,03000000,"$4,841,444.65",112.3,"$43,111.71","$7,422,806.00",230.2,"$32,245.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,truro,03000000,"$5,083,992.56",113.6,"$44,753.46","$7,498,214.33",220.3,"$34,036.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,truro,03000000,"$5,124,645.95",98.9,"$51,816.44","$7,714,413.64",199.9,"$38,591.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,tyngsborough,03010000,"$21,409,002.15","2,159.0","$9,916.17","$22,474,421.15","2,206.7","$10,184.63",3010000,154,96.1,0,0,1.3,2.6,0,0,3.4,0.2,1.7,NA,NA,94.7,49.1,50.9,127,507.5,533,12.2,25
2009,tyngsborough,03010000,"$21,524,212.00","2,061.5","$10,440.84","$22,668,882.00","2,110.5","$10,740.80",3010000,132,94.7,1.5,0,1.5,2.3,0,0.1,3.9,0.3,1.7,NA,NA,94,48.9,51.1,91,481.5,525,12.2,25
2010,tyngsborough,03010000,"$20,431,209.00","2,025.2","$10,088.49","$21,963,127.00","2,106.6","$10,425.86",3010000,135,95.6,1.5,0,0.7,2.2,0,0.1,4.6,0.6,2.4,0.1,0,92.2,49.3,50.7,113,494,519,12.2,25
2011,tyngsborough,03010000,"$20,574,679.55","1,925.2","$10,687.03","$22,394,932.55","2,025.1","$11,058.68",3010000,116,94.8,1.7,0,0,3.4,0,0.4,4.8,1.1,2.7,0,0,91,49.3,50.7,106,510.5,532,12.2,25
