,Year,District Name,District Code_x,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,District Code_y,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Tests Taken,Reading / Writing,Math
2079,2016,Advanced Math and Science Academy Charter (District),4300000,181,100,0,0,0,0,0,4300000,0.4,26.7,2.3,5.3,2,0,63.3,46.2,53.8,176,nil,658
2080,2016,Agawam,50000,311,94.2,1.3,1,0.3,3.2,0,50000,0.1,2,1.6,4.1,1.1,0.1,91,49.3,50.7,235,nil,515
2081,2016,Amesbury,70000,158,93.7,4.4,0,0.6,1.3,0,70000,0,0.6,1,3.2,2.5,0,92.6,47.2,52.8,117,nil,531
2082,2016,Amherst-Pelham,6050000,212,91.5,4.7,0,0.9,2.8,0,6050000,0.1,9.7,6.5,12.4,7.9,0.1,63.3,48.7,51.3,175,nil,600
2083,2016,Andover,90000,410,96.1,2.9,0,0.5,0.5,0,90000,0.2,12.3,1.9,4.1,2.4,0,79.1,49.6,50.4,393,nil,581
2084,2016,Arlington,100000,290,96.6,2.8,0,0,0.7,0,100000,0.1,10.3,3.6,5,3.6,0.1,77.3,50.4,49.6,271,nil,592
2085,2016,Ashburnham-Westminster,6100000,153,94.8,5.2,0,0,0,0,6100000,0.1,1.2,0.7,3.4,1.6,0,93,48.7,51.3,127,nil,514
2086,2016,Ashland,140000,175,95.4,2.9,0,1.7,0,0,140000,0.2,9,2.6,6.5,2.3,0,79.5,50,50,160,nil,576
2087,2016,Assabet Valley Regional Vocational Technical,8010000,226,97.8,0.4,0,0.4,1.3,0,8010000,0.5,0.1,1.8,13.6,2.3,0,81.7,39.8,60.2,124,nil,438
2088,2016,Athol-Royalston,6150000,101,73.3,10.9,0,1,13.9,1,6150000,0.1,0.7,2.3,5.2,2.9,0.1,88.8,48.3,51.7,49,nil,473
2089,2016,Attleboro,160000,399,89.2,6.3,0.8,0.5,3.3,0,160000,0.3,4.6,4.2,12.2,3.9,0.2,74.7,47.5,52.5,302,nil,504
2090,2016,Auburn,170000,139,99.3,0,0,0.7,0,0,170000,0.2,2.7,1,3.9,2.6,0,89.5,50.7,49.3,134,nil,505
2091,2016,Avon,180000,41,82.9,9.8,2.4,0,4.9,0,180000,0.7,4.6,24.3,5.4,2.4,0.1,62.4,47.8,52.2,33,nil,481
2092,2016,Ayer Shirley School District,6160000,79,93.7,0,0,0,6.3,0,6160000,0.7,2.4,5.9,9.4,4.1,0.2,77.3,47.7,52.3,65,nil,511
2093,2016,Barnstable,200000,345,85.8,5.2,1.4,0.6,7,0,200000,0.9,2.3,5.2,6.1,4.4,0.3,80.7,49.7,50.3,261,nil,513
2094,2016,Bedford,230000,187,92.5,4.3,0,1.6,1.6,0,230000,0.2,12,6.1,4.5,3.2,0,73.9,49,51,171,nil,572
2095,2016,Belchertown,240000,173,93.1,1.7,0,2.3,2.9,0,240000,0.2,2.2,1.3,3.6,2,0.2,90.6,49.1,50.9,114,nil,544
2096,2016,Bellingham,250000,147,92.5,3.4,0.7,0.7,2.7,0,250000,0.2,3.4,1.5,3.6,1.3,0,90,47.5,52.5,106,nil,518
2097,2016,Belmont,260000,282,97.5,0.7,0,1.1,0.7,0,260000,0.1,14.5,4.1,3.7,4.9,0.1,72.7,50.6,49.4,287,nil,609
2098,2016,Berkshire Arts and Technology Charter Public (District),4140000,18,94.4,5.6,0,0,0,0,4140000,1.1,0.7,6.5,3.6,1.1,0,87,53.6,46.4,25,nil,502
2099,2016,Berkshire Hills,6180000,125,92,4,0,1.6,1.6,0.8,6180000,0,1.2,1.7,6.2,3,0.1,87.8,48.6,51.4,96,nil,522
2100,2016,Berlin-Boylston,6200000,65,92.3,4.6,0,0,3.1,0,6200000,0.2,1,1,0.7,1.7,0,95.5,54.3,45.7,61,nil,528
2101,2016,Beverly,300000,313,91.7,4.8,0,1,2.6,0,300000,0,1.8,2.5,8.4,2.2,0,84.9,49.5,50.5,241,nil,523
2102,2016,Billerica,310000,291,91.8,2.7,0,2.1,3.4,0,310000,0.1,4,2.3,2.9,1.7,0.2,88.8,48.8,51.2,240,nil,540
2103,2016,Blackstone Valley Regional Vocational Technical,8050000,280,99.3,0,0,0,0.7,0,8050000,0,0.6,0.6,2.2,2.2,0.1,94.3,47.5,52.5,225,nil,502
2104,2016,Blackstone-Millville,6220000,106,94.3,3.8,0,0.9,0.9,0,6220000,0.1,0.8,1.2,3.4,2.3,0,92.2,49.9,50.1,81,nil,514
2105,2016,Blue Hills Regional Vocational Technical,8060000,181,97.2,2.8,0,0,0,0,8060000,0.2,1,20.8,6.5,3.7,0.1,67.7,44,56,103,nil,446
2106,2016,Boston,350000,"3,252",77.8,13.2,0.1,1.1,7.8,0,350000,0.3,8.3,33.7,43,1.9,0.1,12.6,48.3,51.7,"2,683",nil,466
2107,2016,Boston Collegiate Charter (District),4490000,59,91.5,8.5,0,0,0,0,4490000,0.4,1.2,25.2,13.8,2.3,0,57.1,53.9,46.1,63,nil,536
2108,2016,Boston Green Academy Horace Mann Charter School (District),4110000,45,86.7,6.7,0,0,6.7,0,4110000,0,5.1,48.1,33.1,0.3,0.3,13.1,49.9,50.1,38,nil,357
2109,2016,Boston Preparatory Charter Public (District),4160000,48,81.3,14.6,0,0,4.2,0,4160000,1.1,0,64.3,27,3.1,0.3,4.2,50.1,49.9,45,nil,489
2110,2016,Bourne,360000,123,93.5,4.9,0,0,1.6,0,360000,0.2,1.3,1,3.4,5.1,0,88.9,48.9,51.1,104,nil,508
2111,2016,Braintree,400000,361,95.3,2.8,0.3,1.1,0.6,0,400000,0.1,9.8,4.7,3.7,1,0,80.6,48.9,51.1,339,nil,541
2112,2016,Bridgewater-Raynham,6250000,318,95.6,2.5,0.6,0,1.3,0,6250000,0.1,1.2,2.9,2.1,3,0,90.7,48,52,279,nil,531
2113,2016,Bristol County Agricultural,9100000,107,100,0,0,0,0,0,9100000,0,0.9,1.8,3.4,2.2,0,91.7,71.7,28.3,77,nil,511
2114,2016,Bristol-Plymouth Regional Vocational Technical,8100000,294,98.6,0,0,0.3,1,0,8100000,0.2,0.3,3.7,5.7,2.6,0.1,87.4,45.3,54.7,161,nil,469
2115,2016,Brockton,440000,972,85.4,6.2,2.5,0,6,0,440000,0.5,2.5,52.8,14.4,3.6,0.2,26,48.8,51.2,625,nil,453
2116,2016,Brookline,460000,394,94.2,3.6,0,1,1.3,0,460000,0,18.2,6.7,9.6,7.6,0.1,57.8,48.8,51.2,378,nil,617
2117,2016,Burlington,480000,228,96.5,3.1,0,0.4,0,0,480000,0.6,13.3,5.7,3.7,2.8,0.1,73.9,47.7,52.3,206,nil,540
2118,2016,Cambridge,490000,395,90.9,7.3,0.5,0,1.3,0,490000,0.6,11.1,31.4,13.5,4.6,0.3,38.5,49.1,50.9,358,nil,526
2119,2016,Canton,500000,207,96.6,2.4,0,0,1,0,500000,0.1,7.5,8.8,3.2,3.6,0,76.9,49.2,50.8,198,nil,536
2120,2016,Cape Cod Regional Vocational Technical,8150000,135,93.3,4.4,0,0,2.2,0,8150000,1.3,0.4,4.6,9.4,4.6,0.1,79.3,36.8,63.2,65,nil,448
2121,2016,Carver,520000,95,89.5,7.4,0,0,3.2,0,520000,0.2,0,2.2,0.3,0,0.2,97.1,49.1,50.9,69,nil,517
2122,2016,Central Berkshire,6350000,118,93.2,0.8,0,1.7,4.2,0,6350000,0.1,1,0.9,2.4,2.8,0,92.9,49.2,50.8,96,nil,509
2123,2016,Chelmsford,560000,401,97.3,1.2,0.7,0,0.7,0,560000,0.2,10.7,3.2,2.8,1.4,0.1,81.5,49.2,50.8,360,nil,556
2124,2016,Chelsea,570000,304,69.1,9.2,1.3,3,17.4,0,570000,0.2,2.1,7.3,81.3,0.7,0,8.4,49.3,50.7,131,nil,449
2125,2016,Chicopee,610000,571,80.6,5.4,1.1,1.8,11.2,0,610000,0.2,1.7,3,28.7,2.6,0.2,63.6,47.8,52.2,263,nil,475
2126,2016,City on a Hill Charter Public School Circuit Street (District),4370000,57,71.9,22.8,0,0,3.5,1.8,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,49,nil,460
2127,2016,Clinton,640000,87,94.3,2.3,0,1.1,2.3,0,640000,0.1,1.6,4.1,21.1,0.7,0,72.5,47.3,52.7,63,nil,505
2128,2016,Codman Academy Charter Public (District),4380000,22,68.2,13.6,0,9.1,9.1,0,4380000,0.7,1.3,84.6,11.4,0,0,2,55.7,44.3,19,nil,406
2129,2016,Cohasset,650000,107,98.1,0.9,0.9,0,0,0,650000,0.1,1.3,3.3,0.9,0.2,0,94.2,48.9,51.1,110,nil,562
2130,2016,Community Charter School of Cambridge (District),4360000,52,94.2,3.8,0,0,1.9,0,4360000,1.5,3,67,23.6,3,0,1.8,56.4,43.6,55,nil,475
2131,2016,Concord-Carlisle,6400000,299,98,2,0,0,0,0,6400000,0.2,7.7,5.8,3.8,1.7,0,80.8,52.9,47.1,263,nil,635
2132,2016,Danvers,710000,243,95.1,1.6,0.4,0.4,2.5,0,710000,0.2,2.3,1.4,5.1,1.9,0,89.1,50.4,49.6,204,nil,523
2133,2016,Dartmouth,720000,248,91.5,5.2,0,1.2,1.6,0.4,720000,0.2,3.2,2.1,1.8,1.7,0.1,90.8,48.2,51.8,207,nil,530
2134,2016,Dedham,730000,165,94.5,3,0,0.6,1.8,0,730000,0.3,3,6.5,10.4,2.4,0,77.3,48.4,51.6,160,nil,520
2135,2016,Dennis-Yarmouth,6450000,157,87.9,4.5,1.3,0,6.4,0,6450000,1.8,2,5.9,7.7,5.5,0,77.1,48.4,51.6,138,nil,478
2136,2016,Dighton-Rehoboth,6500000,195,93.3,4.1,1,0,1.5,0,6500000,0.1,1.1,0.7,2.6,2.5,0,93.2,46.7,53.3,147,nil,547
2137,2016,Douglas,770000,95,86.3,10.5,0,1.1,2.1,0,770000,0.1,1.2,0.2,1.9,1.6,0.2,94.8,49,51,65,nil,521
2138,2016,Dover-Sherborn,6550000,163,98.2,1.8,0,0,0,0,6550000,0,5.5,1.9,1.8,1.5,0,89.3,50.6,49.4,167,nil,620
2139,2016,Dracut,790000,214,95.8,0.5,0,0.9,2.8,0,790000,0,5.1,3.3,6,1.5,0.1,84,48.4,51.6,176,nil,508
2140,2016,Dudley-Charlton Reg,6580000,238,94.1,2.5,0.8,0,2.5,0,6580000,0.1,0,0.8,4.7,1.5,1.3,91.5,49.8,50.2,203,nil,525
2141,2016,Duxbury,820000,255,98.4,0.4,0,0.4,0.8,0,820000,0,1.1,0.6,1,1.6,0,95.7,48.8,51.2,243,nil,565
2142,2016,East Bridgewater,830000,124,96.8,0,0.8,0,2.4,0,830000,0,0.5,1.2,1.3,1.5,0.2,95.2,50.7,49.3,111,nil,500
2143,2016,East Longmeadow,870000,216,97.7,1.9,0.5,0,0,0,870000,0.1,3.8,3.1,3.1,0.5,0.1,89.2,49.8,50.2,169,nil,540
2144,2016,Easthampton,860000,99,92.9,3,0,1,3,0,860000,0.1,4.5,1.9,7.5,0.3,0,85.7,50.4,49.6,65,nil,500
2145,2016,Easton,880000,258,96.9,2.3,0,0.4,0.4,0,880000,0.2,3.2,4.8,3.4,2.6,0.1,85.8,49.7,50.3,250,nil,550
2146,2016,Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District),4520000,68,88.2,5.9,0,1.5,4.4,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,69,nil,397
2147,2016,Everett,930000,401,82.8,5.2,3.7,0.5,7.7,0,930000,0.6,5,18.1,34.7,1.6,0.1,39.8,48,52,263,nil,439
2148,2016,Fairhaven,940000,160,93.8,1.9,0.6,0.6,3.1,0,940000,0.4,1.6,0.9,2.5,1.6,0.1,93,48.4,51.6,125,nil,514
2149,2016,Fall River,950000,543,73.5,4.2,4.1,1.8,16.4,0,950000,0.3,4.5,6.8,19,4,0.1,65.3,48.3,51.7,224,nil,475
2150,2016,Falmouth,960000,177,89.8,2.3,0,4.5,3.4,0,960000,1.2,2.6,4.5,3.2,4.1,0.1,84.3,47.7,52.3,149,nil,540
2151,2016,Fitchburg,970000,277,79.4,8.7,2.9,0.7,7.9,0.4,970000,0.1,5.3,6.3,43.5,5,0,39.8,49.3,50.7,247,nil,414
2152,2016,Four Rivers Charter Public (District),4130000,27,96.3,0,0,0,3.7,0,4130000,0.5,2.4,1,4.8,1.9,0,89.4,51,49,25,nil,535
2153,2016,Foxborough,990000,210,96.7,3.3,0,0,0,0,990000,0.3,2.8,3.5,2.2,0.5,0.3,90.4,48.6,51.4,194,nil,534
2154,2016,Foxborough Regional Charter (District),4460000,64,100,0,0,0,0,0,4460000,0,8.9,21,5.7,3.8,0.1,60.5,54.3,45.7,61,nil,498
2155,2016,Framingham,1000000,432,91.2,5.3,0.7,0.2,2.5,0,1000000,0.1,5.7,5.8,22.5,2.3,0,63.5,48.5,51.5,358,nil,562
2156,2016,Francis W. Parker Charter Essential (District),4780000,53,84.9,15.1,0,0,0,0,4780000,0,2.8,1.3,2.5,1.8,0.3,91.4,44.7,55.3,47,nil,538
2157,2016,Franklin,1010000,386,97.9,1.8,0,0,0.3,0,1010000,0.3,3.9,1.5,2,1.6,0.1,90.6,49.4,50.6,382,nil,556
2158,2016,Franklin County Regional Vocational Technical,8180000,117,90.6,0.9,0.9,0.9,6.8,0,8180000,0.2,0.6,0.2,2.7,2.9,0.4,93,37,63,7,nil,nil
2159,2016,Freetown-Lakeville,6650000,188,92.6,3.7,1.1,0,2.7,0,6650000,0.1,0.9,0.7,1.3,1.4,0.1,95.5,49.1,50.9,151,nil,518
2160,2016,Frontier,6700000,94,94.7,3.2,0,1.1,1.1,0,6700000,0,3.2,0.8,3.5,3.8,0.3,88.4,50.2,49.8,77,nil,522
2161,2016,Gardner,1030000,136,86,5.1,1.5,1.5,5.9,0,1030000,0.3,1.9,3,11.3,3.6,0.1,79.8,46.2,53.8,117,nil,459
2162,2016,Gateway,6720000,58,89.7,1.7,1.7,3.4,3.4,0,6720000,0.5,0.5,0.6,2.4,1,0,95.1,49.8,50.2,27,nil,521
2163,2016,Georgetown,1050000,90,96.7,2.2,0,0,1.1,0,1050000,0,0.8,0.1,1.5,1.4,0.1,96.1,47.7,52.3,83,nil,534
2164,2016,Gill-Montague,6740000,50,76,4,0,2,18,0,6740000,0.5,1.2,2.2,6.7,2.8,0.3,86.3,48,52,26,nil,506
2165,2016,Global Learning Charter Public (District),4960000,23,87,0,0,0,13,0,4960000,0.9,0.4,13.9,21.2,3.9,0,59.7,55,45,18,nil,468
2166,2016,Gloucester,1070000,221,88.2,4.1,0,1.8,5.9,0,1070000,0.2,1.4,1.1,4.2,1.3,0.4,91.3,48.4,51.6,134,nil,509
2167,2016,Grafton,1100000,199,92,3.5,0.5,1.5,2.5,0,1100000,0.1,10.1,1.2,2.7,2.2,0,83.6,49.2,50.8,167,nil,553
2168,2016,Granby,1110000,70,94.3,0,1.4,1.4,2.9,0,1110000,0.1,1.7,0.9,3.2,1.7,0.2,92.1,49.4,50.6,36,nil,516
2169,2016,Greater Fall River Regional Vocational Technical,8210000,332,97,0.6,0.6,0,1.8,0,8210000,0.3,2.3,1.7,3.8,2.7,0,89.2,43.1,56.9,129,nil,454
2170,2016,Greater Lawrence Regional Vocational Technical,8230000,310,95.8,1,0.3,0,2.9,0,8230000,0,0.1,0.4,78,1.8,0,19.8,48.2,51.8,168,nil,406
2171,2016,Greater Lowell Regional Vocational Technical,8280000,464,93.5,3.7,1.1,0.2,1.5,0,8280000,0.3,15.1,4,24.4,2.3,0,53.8,47.5,52.5,184,nil,447
2172,2016,Greater New Bedford Regional Vocational Technical,8250000,509,93.5,1.8,0,0,4.7,0,8250000,0.3,0.7,7.5,15.2,2.1,0,74.2,51.3,48.7,296,nil,447
2173,2016,Greenfield,1140000,84,79.8,6,0,2.4,11.9,0,1140000,0.3,1.8,3.9,12.2,3.2,0,78.6,49.4,50.6,37,nil,499
2174,2016,Groton-Dunstable,6730000,207,98.1,1,0,0,1,0,6730000,0,4.5,0.6,1.2,0.4,0.2,93.1,48,52,195,nil,584
2175,2016,Hadley,1170000,46,95.7,4.3,0,0,0,0,1170000,0.3,2.1,2.4,5.7,3,1.9,84.6,51.6,48.4,42,nil,556
2176,2016,Hamilton-Wenham,6750000,151,99.3,0.7,0,0,0,0,6750000,0.1,3.9,0.7,1.2,1.2,0.4,92.6,52.4,47.6,155,nil,559
2177,2016,Hampden Charter School of Science (District),4990000,34,94.1,5.9,0,0,0,0,4990000,0,4.5,26.5,22.7,0,0.3,46,50.5,49.5,36,nil,520
2178,2016,Hampden-Wilbraham,6800000,284,94.7,1.4,0.4,0.4,2.8,0.4,6800000,0.1,2.7,2.9,4.5,1.8,0.1,87.8,49.7,50.3,240,nil,534
2179,2016,Hampshire,6830000,127,97.6,2.4,0,0,0,0,6830000,0,0.8,0.4,1.9,1.4,0,95.6,54.4,45.6,90,nil,533
2180,2016,Hanover,1220000,191,99,0.5,0,0,0.5,0,1220000,0,1.6,0.7,0.8,0,0,96.7,47.5,52.5,187,nil,520
2181,2016,Harvard,1250000,93,96.8,2.2,0,0,1.1,0,1250000,0.1,7.6,2.1,2,1.7,0.1,86.4,49.2,50.8,95,nil,589
2182,2016,Hatfield,1270000,27,100,0,0,0,0,0,1270000,0,1,1,2.1,1.9,0.6,93.4,48.1,51.9,21,nil,550
2183,2016,Haverhill,1280000,398,77.1,7.5,3,1,11.3,0,1280000,0,1.7,4.3,26.7,0.7,0.1,66.4,46.9,53.1,232,nil,511
2184,2016,Hingham,1310000,258,98.8,0.8,0,0,0.4,0,1310000,0,1.6,1.2,1.9,2.5,0,92.7,48.3,51.7,249,nil,569
2185,2016,Holbrook,1330000,68,85.3,4.4,0,0,10.3,0,1330000,0.1,3.9,12.9,7.2,5,0.1,70.7,48.3,51.7,49,nil,473
2186,2016,Holliston,1360000,208,94.2,2.9,1,0.5,1.4,0,1360000,0,3.1,0.9,2.4,2.3,0,91.3,51.1,48.9,197,nil,581
2187,2016,Holyoke,1370000,370,68.1,10,3.8,2.7,15.4,0,1370000,0,0.8,3.3,78.2,0.2,0,17.5,48.3,51.7,111,nil,465
2188,2016,Hopedale,1380000,78,96.2,3.8,0,0,0,0,1380000,0.2,2,0.7,3.3,1.4,0,92.4,49.8,50.2,68,nil,535
2189,2016,Hopkinton,1390000,279,98.9,0.4,0.4,0,0.4,0,1390000,0.2,5,0.8,1.3,1.6,0.1,91.2,50.4,49.6,278,nil,580
2190,2016,Hudson,1410000,182,89.6,5.5,0,1.1,3.3,0.5,1410000,0.2,1.8,1.1,4.8,2.1,0,90,49.5,50.5,153,nil,512
2191,2016,Hull,1420000,77,87,10.4,0,0,2.6,0,1420000,0.1,0.6,1,1.6,0.6,0.4,95.7,47.9,52.1,66,nil,513
2192,2016,Innovation Academy Charter (District),4350000,79,88.6,8.9,0,1.3,1.3,0,4350000,0.3,5.7,2.9,3.6,2.9,0,84.5,46.6,53.4,70,nil,526
2193,2016,Ipswich,1440000,122,96.7,0.8,0,0.8,1.6,0,1440000,0.4,2.4,0.5,2.8,2.7,0,91.1,50.9,49.1,111,nil,513
2194,2016,King Philip,6900000,351,96.3,1.7,0.6,0.3,1.1,0,6900000,0.2,1,0.8,0.9,1.1,0,95.9,48.8,51.2,332,nil,544
2195,2016,KIPP Academy Lynn Charter (District),4290000,68,88.2,7.4,0,1.5,2.9,0,4290000,0,3.4,26.2,56.7,1.5,0,12.2,52.4,47.6,3,nil,nil
2196,2016,Lawrence,1490000,638,72.3,12.9,3.3,0.8,10.8,0,1490000,0,2,1.7,90.2,0.2,0,5.9,46.8,53.2,340,nil,411
2197,2016,Lee,1500000,55,89.1,7.3,0,3.6,0,0,1500000,0.1,2.4,1,5.9,1.8,0,88.7,51.5,48.5,32,nil,508
2198,2016,Leicester,1510000,100,87,11,1,0,1,0,1510000,0.3,2.1,2.9,3.8,1.5,0,89.3,49.7,50.3,87,nil,529
2199,2016,Lenox,1520000,40,95,5,0,0,0,0,1520000,0.6,3.7,0.6,3.1,1.2,0.5,90.2,49.5,50.5,37,nil,599
2200,2016,Leominster,1530000,369,91.3,4.1,0.8,0.8,3,0,1530000,0.2,3.4,6.3,25.5,2.7,0.1,61.8,47.6,52.4,241,nil,504
2201,2016,Lexington,1550000,494,97.2,2.4,0,0,0.4,0,1550000,0.1,28.9,4.4,3.5,4.4,0,58.7,49.3,50.7,471,nil,645
2202,2016,Lincoln-Sudbury,6950000,370,96.8,3.2,0,0,0,0,6950000,0,5.4,5.6,3.2,2.4,0,83.4,49.1,50.9,336,nil,610
2203,2016,Littleton,1580000,96,94.8,5.2,0,0,0,0,1580000,0.1,3.9,1.4,1.1,1.2,0.4,92,52.5,47.5,96,nil,589
2204,2016,Longmeadow,1590000,248,97.2,2.4,0,0.4,0,0,1590000,0.1,6.7,2.8,2.7,1.5,0,86.3,47.7,52.3,224,nil,568
2205,2016,Lowell,1600000,627,82.3,8.1,2.4,1.8,5.4,0,1600000,0.3,29.5,6.7,27.7,2.3,0,33.6,47.7,52.3,446,nil,491
2206,2016,Ludlow,1610000,183,95.1,2.7,0,0,2.2,0,1610000,0.1,0.6,2.2,5.9,1.3,0.2,89.8,50,50,123,nil,505
2207,2016,Lunenburg,1620000,89,96.6,2.2,0,1.1,0,0,1620000,0.9,1.5,2,3,0.5,0.4,91.8,48.6,51.4,79,nil,525
2208,2016,Lynn,1630000,912,80.8,7.8,0.9,1.6,8.9,0,1630000,0.3,10,12,51,3.5,0,23.1,48.1,51.9,489,nil,458
2209,2016,Lynnfield,1640000,156,98.7,0.6,0,0.6,0,0,1640000,0,3.6,1.9,3,1.6,0,89.9,49.1,50.9,147,nil,547
2210,2016,Malden,1650000,366,88.3,6.8,1.1,0.8,3,0,1650000,0.5,22.1,20.3,20.4,3.7,0.1,32.9,47.5,52.5,322,nil,507
2211,2016,Manchester Essex Regional,6980000,109,100,0,0,0,0,0,6980000,0,0.3,0.1,0.6,0.3,0,98.6,50.5,49.5,104,nil,601
2212,2016,Mansfield,1670000,305,97.4,1.3,0.3,0,1,0,1670000,0.3,3.5,2.8,2.6,2.4,0.1,88.3,49,51,276,nil,566
2213,2016,Marblehead,1680000,246,96.3,2,0,0.8,0.8,0,1680000,0.1,1.6,2.7,3.3,1.4,0,90.7,49.6,50.4,231,nil,564
2214,2016,Marlborough,1700000,188,91.5,6.4,1.1,0,1.1,0,1700000,0.1,3.4,2.7,33.3,2.6,0,57.9,48.2,51.8,178,nil,522
2215,2016,Marshfield,1710000,292,96.6,2.1,0.3,0.3,0.7,0,1710000,0.1,0.9,0.5,1.5,0.9,0,96.2,48.8,51.2,265,nil,520
2216,2016,Martha's Vineyard,7000000,149,92.6,4.7,0,0.7,2,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,118,nil,527
2217,2016,Masconomet,7050000,347,97.4,1.7,0,0.3,0.6,0,7050000,0,1.8,0.6,1.6,0.5,0.1,95.3,50.8,49.2,336,nil,566
2218,2016,Mashpee,1720000,92,90.2,6.5,0,0,3.3,0,1720000,5.6,2.2,3.3,3.3,3.1,0.2,82.3,49.7,50.3,75,nil,492
2219,2016,MATCH Charter Public School (District),4690000,54,64.8,31.5,0,0,3.7,0,4690000,0.8,0.8,59,33.8,2.7,0.2,2.5,51.4,48.6,51,nil,504
2220,2016,Maynard,1740000,66,92.4,4.5,0,1.5,0,1.5,1740000,0,2.6,1.6,8.4,2.6,0.1,84.8,49.5,50.5,68,nil,546
2221,2016,Medfield,1750000,223,98.7,0.4,0,0,0.9,0,1750000,0.1,3.5,0.6,1.3,1.9,0.1,92.5,49.9,50.1,226,nil,587
2222,2016,Medford,1760000,323,83.6,10.8,1.2,2.2,2.2,0,1760000,0.1,8,16.6,10.4,3,0,61.9,49.1,50.9,230,nil,513
2223,2016,Medway,1770000,201,97,2.5,0,0.5,0,0,1770000,0.2,2.3,1.1,1.8,1,0,93.6,50,50,186,nil,547
2224,2016,Melrose,1780000,219,96.3,1.8,0,0,1.8,0,1780000,0.1,4,5.8,5.3,3.5,0.7,80.6,49.3,50.7,208,nil,533
2225,2016,Mendon-Upton,7100000,157,95.5,2.5,0,0,1.9,0,7100000,0,1.4,0.7,2.2,2.1,0.1,93.5,50.5,49.5,139,nil,544
2226,2016,Methuen,1810000,397,90.4,3.5,1.3,1,3.8,0,1810000,0.3,3.5,2.4,28.7,1.7,0,63.4,48.6,51.4,262,nil,482
2227,2016,Middleborough,1820000,194,95.4,0.5,0.5,0,3.6,0,1820000,0.7,1,1.9,3.6,3.1,0,89.8,48,52,152,nil,508
2228,2016,Milford,1850000,241,89.2,3.7,0,0.8,6.2,0,1850000,1.4,2.9,2,17,1.7,0.1,75,48.9,51.1,199,nil,514
2229,2016,Millbury,1860000,94,98.9,0,0,1.1,0,0,1860000,0.2,1.5,1.1,5.3,3.6,0.1,88.2,50.8,49.2,69,nil,492
2230,2016,Millis,1870000,92,94.6,1.1,0,1.1,3.3,0,1870000,0.6,2.3,1,2.9,2.2,0.2,90.8,48,52,84,nil,503
2231,2016,Milton,1890000,208,97.1,2.9,0,0,0,0,1890000,0.1,5.3,18.5,4.3,1.9,0.3,69.7,48.9,51.1,205,nil,555
2232,2016,Minuteman Regional Vocational Technical,8300000,121,96.7,3.3,0,0,0,0,8300000,0,2.6,5.4,6.8,2.2,0,83,31.2,68.8,80,nil,470
2233,2016,Mohawk Trail,7170000,74,82.4,6.8,0,4.1,6.8,0,7170000,0.3,1.1,1,3.4,2.2,0,92,50.4,49.6,52,nil,546
2234,2016,Monomoy Regional School District,7120000,97,87.6,6.2,0,1,5.2,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,79,nil,532
2235,2016,Monson,1910000,87,97.7,1.1,0,0,1.1,0,1910000,0.1,0.6,0.5,1.8,1.5,0.5,95,51.3,48.7,70,nil,500
2236,2016,Montachusett Regional Vocational Technical,8320000,332,98.5,1.2,0,0,0.3,0,8320000,0.1,2.1,1.3,12.3,4.9,0.1,79.2,45.7,54.3,201,nil,470
2237,2016,Mount Greylock,7150000,70,94.3,2.9,0,1.4,1.4,0,7150000,0.2,1.5,1.7,1.9,3.6,0,91.1,47.4,52.6,59,nil,580
2238,2016,Mystic Valley Regional Charter (District),4700000,104,99,0,0,0,1,0,4700000,0.3,13.8,16.5,5,3.3,0,61.1,53.1,46.9,101,nil,562
2239,2016,Nantucket,1970000,103,90.3,5.8,1,0,2.9,0,1970000,0.1,1.8,13.6,14.7,3.1,0.2,66.5,48.8,51.2,93,nil,490
2240,2016,Narragansett,7200000,90,87.8,4.4,3.3,1.1,3.3,0,7200000,0.4,0.3,0.5,1.7,2.3,0.3,94.5,50.7,49.3,53,nil,510
2241,2016,Nashoba,7250000,243,97.9,0.4,0.4,0.8,0.4,0,7250000,0.1,2.9,0.9,3.1,2.4,0.1,90.5,49.1,50.9,239,nil,563
2242,2016,Nashoba Valley Regional Vocational Technical,8520000,136,97.1,0.7,0,0,2.2,0,8520000,0.1,0.3,0.9,5.2,1.3,0.4,91.7,40.8,59.2,81,nil,469
2243,2016,Natick,1980000,362,98.3,1.4,0,0.3,0,0,1980000,0.1,5.9,2.5,2.8,3.1,0.1,85.7,48.4,51.6,322,nil,565
2244,2016,Nauset,6600000,214,93,5.6,0.5,0,0.9,0,6600000,0.5,2,3,3.3,0.9,0.3,90.1,49.9,50.1,197,nil,530
2245,2016,Needham,1990000,399,97.2,2.3,0,0.3,0,0.3,1990000,0.1,6.7,2.7,3.8,3.1,0,83.5,49.6,50.4,363,nil,582
