,Year,District Name,District Code_x,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,District Code_y,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Tests Taken,Reading / Writing,Math
790,2021,North Brookfield,2150000,19,84.2,5.3,0,0,10.5,0,2150000,0,0.4,0.9,4.5,3.4,0,90.9,47.6,52.4,12,579,563
791,2021,North Middlesex,7350000,200,93,4.5,0,0,2.5,0,7350000,0.1,1.1,1.4,3.7,2.8,0.1,90.8,48.8,51.2,197,568,548
792,2021,North Reading,2170000,180,97.8,1.1,0,0,1.1,0,2170000,0,3.4,0.6,2.8,2.5,0.2,90.5,49.7,50.3,251,575,571
793,2021,Northampton,2100000,207,96.1,2.4,0,0.5,1,0,2100000,0.2,4.2,2.8,16.8,6.1,0,69.8,50.5,49.5,145,616,596
794,2021,Northampton-Smith Vocational Agricultural,4060000,115,95.7,0,0,0,4.3,0,4060000,0,1,1.6,15.6,1.4,0,80.2,39.1,60.9,4,nil,nil
795,2021,Northboro-Southboro,7300000,361,98.3,1.1,0,0,0.6,0,7300000,0.1,10.2,1.2,4.7,2.6,0.3,80.8,52.9,47.1,543,604,615
796,2021,Northbridge,2140000,118,85.6,2.5,0.8,1.7,9.3,0,2140000,0,1,0.4,7.9,3.8,0.1,86.7,47.9,52.1,53,561,542
797,2021,Northeast Metropolitan Regional Vocational Technical,8530000,289,99.3,0,0,0,0.7,0,8530000,0,1.7,2.9,27,1.6,0.2,66.7,45.9,54.1,57,484,462
798,2021,Northern Berkshire Regional Vocational Technical,8510000,106,94.3,1.9,0,0,3.8,0,8510000,0.2,0.2,1,3.1,2.7,0,92.8,37,63,21,528,480
799,2021,Norton,2180000,168,96.4,1.2,0,0,2.4,0,2180000,0.2,1.8,1.8,3.2,3.2,0.2,89.6,49.4,50.6,103,577,549
800,2021,Norwell,2190000,162,98.1,1.2,0,0,0.6,0,2190000,0,2,0.5,1.8,2.1,0.2,93.5,49.3,50.7,239,601,581
801,2021,Norwood,2200000,212,97.2,1.4,0,0,1.4,0,2200000,0,7.8,10.2,10.7,2.1,0.1,69.2,49.5,50.5,199,556,562
802,2021,Old Colony Regional Vocational Technical,8550000,122,99.2,0,0,0,0.8,0,8550000,0,0.5,0.9,0.4,1.6,0,96.5,38.3,61.7,10,564,543
803,2021,Old Rochester,7400000,181,96.1,1.7,0,0,2.2,0,7400000,0.1,1.9,2.7,1.5,2.7,0,91.1,50.8,49.2,99,593,583
804,2021,Oxford,2260000,85,92.9,2.4,0,0,4.7,0,2260000,0.2,1,2,10.3,4.3,0.1,82,48.7,51.3,78,521,506
805,2021,Palmer,2270000,73,93.2,4.1,0,0,2.7,0,2270000,0,1.8,2.9,9.8,3.7,0,81.8,47.7,52.3,9,nil,nil
806,2021,Pathfinder Regional Vocational Technical,8600000,134,89.6,6,0,0,4.5,0,8600000,0.8,0.8,0.6,5.7,3.9,0,88.2,39.8,60.2,3,nil,nil
807,2021,Paulo Freire Social Justice Charter School (District),35010000,35,88.6,8.6,0,0,2.9,0,35010000,0,0,5.2,87.5,0,0.3,7,55.2,44.8,4,nil,nil
808,2021,Peabody,2290000,317,87.7,6.6,0.3,0,5.4,0,2290000,0,1.7,3.8,13.6,2.2,0,78.7,48.6,51.4,169,537,530
809,2021,Pembroke,2310000,196,94.4,5.1,0,0,0.5,0,2310000,0.1,0.9,0.8,0.5,1.2,0.2,96.3,48.4,51.6,157,573,561
810,2021,Pentucket,7450000,187,96.3,1.6,0,0,2.1,0,7450000,0,1.4,0.4,2.9,1.5,0,93.7,48.3,51.7,198,581,572
811,2021,Phoenix Academy Public Charter High School Springfield (District),35080000,8,12.5,12.5,0,0,75,0,35080000,1,0.5,21.2,69.4,4.7,0,3.1,48.7,51.3,nil,nil,nil
812,2021,Phoenix Charter Academy (District),4930000,33,12.1,21.2,0,0,66.7,0,4930000,0,2.4,16.5,75.3,0,0,5.9,41.8,58.2,nil,nil,nil
813,2021,Pioneer Charter School of Science (District),4940000,50,98,2,0,0,0,0,4940000,0.9,10.3,29.7,29.1,0.6,0.2,29.3,48.8,51.2,13,580,608
814,2021,Pioneer Charter School of Science II (PCSS-II) (District),35060000,48,97.9,2.1,0,0,0,0,35060000,1.2,11.5,35.1,21.1,1.2,0,29.8,55,45,26,548,612
815,2021,Pioneer Valley,7500000,40,100,0,0,0,0,0,7500000,0.1,0.7,1,2,2.9,0,93.3,51.7,48.3,42,539,507
816,2021,Pioneer Valley Chinese Immersion Charter (District),4970000,28,100,0,0,0,0,0,4970000,0,17.6,4.7,6.2,13.2,0,58.4,53.5,46.3,57,624,606
817,2021,Pioneer Valley Performing Arts Charter Public (District),4790000,46,93.5,2.2,0,4.3,0,0,4790000,0.3,2,8.3,13.6,7,0,68.8,67.3,32.2,14,621,556
818,2021,Pittsfield,2360000,380,90.5,2.4,0,0.5,6.6,0,2360000,0.3,1.6,10.8,11.8,8.3,0.1,67.2,48.9,51.1,143,533,516
819,2021,Plymouth,2390000,529,97.2,1.7,0,0,1.1,0,2390000,0.2,1.2,1.9,4.3,4,0.1,88.3,47.6,52.4,691,528,521
820,2021,Prospect Hill Academy Charter (District),4870000,70,95.7,2.9,0,0,1.4,0,4870000,0.4,8.5,55,20.8,2.8,0.2,12.3,49.4,50.6,38,510,507
821,2021,Quabbin,7530000,141,90.8,6.4,0,0,2.8,0,7530000,0,0.7,0.4,4.6,2.3,0,91.9,50.8,49.2,50,569,577
822,2021,Quaboag Regional,7780000,86,93,4.7,1.2,0,1.2,0,7780000,0,0.1,0.6,6.5,2.9,0,89.9,50.2,49.8,18,583,552
823,2021,Quincy,2430000,624,93.4,4.5,0.3,0.2,1.6,0,2430000,0.2,37.9,6.5,5.2,3,0.4,46.9,47.6,52.4,367,567,578
824,2021,Ralph C Mahar,7550000,95,91.6,4.2,0,0,4.2,0,7550000,0.4,1.1,2.4,7.6,4.5,0,84,51.7,48.3,1,nil,nil
825,2021,Randolph,2440000,120,77.5,9.2,3.3,0,10,0,2440000,0.3,17.1,51,12.6,5,0.2,13.8,46.1,53.9,25,564,580
826,2021,Reading,2460000,316,97.5,2.2,0,0,0.3,0,2460000,0.2,4.7,2.5,2.1,2.1,0,88.5,48.4,51.6,470,581,588
827,2021,Revere,2480000,443,88,5.6,0,0.2,6.1,0,2480000,0.3,5.3,3.9,51.3,2.3,0,36.9,49.5,50.5,308,516,525
828,2021,Rising Tide Charter Public (District),4830000,59,100,0,0,0,0,0,4830000,0.5,3,1.1,2.1,3.8,0,89.6,51.9,48.1,84,572,550
829,2021,Rockland,2510000,112,91.1,3.6,0,0,5.4,0,2510000,0,1,5,10.7,4.1,0,79.3,48.3,51.7,86,526,521
830,2021,Rockport,2520000,63,93.7,3.2,0,0,3.2,0,2520000,0,1.6,0.6,1.6,2.9,0,93.2,47.6,52.4,29,603,589
831,2021,Roxbury Preparatory Charter (District),4840000,100,88,6,0,0,6,0,4840000,0.1,0.8,56.4,40.7,1.1,0.2,0.7,50,50,29,416,435
832,2021,Sabis International Charter (District),4410000,93,96.8,1.1,0,0,2.2,0,4410000,0,4.1,29.8,37.6,5,0,23.5,49.9,50.1,6,nil,nil
833,2021,Salem,2580000,200,85,7,0,0,8,0,2580000,0.1,2.4,6.5,38,4.6,0,48.4,48.5,51.5,61,531,511
834,2021,Salem Academy Charter (District),4850000,59,98.3,1.7,0,0,0,0,4850000,0,5.4,8.8,36.7,1.8,0,47.3,54.5,45.5,89,519,497
835,2021,Sandwich,2610000,137,95.6,1.5,0,0,2.9,0,2610000,0.5,2.2,1.2,2.1,0.5,0.1,93.4,49.4,50.6,75,565,559
836,2021,Saugus,2620000,149,87.9,7.4,0.7,0.7,3.4,0,2620000,0.4,5,4.4,14.7,1.6,0.2,73.7,48.5,51.5,56,532,529
837,2021,Scituate,2640000,244,97.5,2.5,0,0,0,0,2640000,0,1.2,2.8,0.7,1.5,0,93.7,49.8,50.2,379,577,552
838,2021,Seekonk,2650000,148,93.9,2.7,0,0,3.4,0,2650000,0.1,2.7,1.8,4.4,2.9,0,88.1,50.9,49,128,565,546
839,2021,Sharon,2660000,258,93.4,4.3,0.4,1.2,0.8,0,2660000,0.1,26.7,4.8,4.3,4.8,0.1,59.2,48.7,51.3,312,651,667
840,2021,Shawsheen Valley Regional Vocational Technical,8710000,303,98.3,1.3,0,0,0.3,0,8710000,0.3,0.7,1.5,4.3,1.6,0,91.5,42.5,57.5,185,523,504
841,2021,Shrewsbury,2710000,415,98.3,1.2,0,0,0.5,0,2710000,0.3,28.5,1.9,7.8,3.5,0,58.1,49.9,50,504,609,630
842,2021,Silver Lake,7600000,240,97.5,0,0,0.4,2.1,0,7600000,0,0.9,1.5,0.9,0.5,0.2,96,47.7,52.3,202,587,589
843,2021,Sizer School: A North Central Charter Essential (District),4740000,47,100,0,0,0,0,0,4740000,0,2.2,4.3,16.8,1.6,0,75.1,52.4,47.6,18,563,548
844,2021,Somerset Berkley Regional School District,7630000,221,97.7,0.9,0,0,1.4,0,7630000,0,0.5,1.4,2.5,3.1,0,92.5,53.2,46.8,195,569,568
845,2021,Somerville,2740000,255,90.6,5.1,0,0,4.3,0,2740000,0,7.4,9.9,43,3.2,0,36.5,46.3,53.7,90,580,575
846,2021,South Hadley,2780000,130,96.9,2.3,0,0,0.8,0,2780000,0.1,1.9,2,11.4,2.5,0.1,82,50.1,49.9,86,554,550
847,2021,South Middlesex Regional Vocational Technical,8290000,161,91.9,2.5,1.2,0,4.3,0,8290000,0.8,0.1,5.9,46.3,3.3,0,43.5,43.1,56.9,14,586,587
848,2021,South Shore Charter Public (District),4880000,62,95.2,3.2,0,0,1.6,0,4880000,0.3,4.6,25.1,2.8,4.6,0.1,62.5,49.5,50.5,123,517,489
849,2021,South Shore Regional Vocational Technical,8730000,146,95.2,0.7,0,0,4.1,0,8730000,0,0.5,0.8,3.3,2.5,0.2,92.8,33.6,66.4,17,528,522
850,2021,Southbridge,2770000,90,56.7,8.9,4.4,0,30,0,2770000,0.4,1.5,1.9,52.8,1.6,0,41.8,48.9,51.1,6,nil,nil
851,2021,Southeastern Regional Vocational Technical,8720000,343,98.8,0.6,0,0,0.6,0,8720000,0.1,1.4,32.6,11.7,3.9,0,50.4,48.8,51.2,22,515,491
852,2021,Southern Berkshire,7650000,45,93.3,2.2,0,0,4.4,0,7650000,0.6,0,0.8,6.5,5,0,87.2,47.9,52.1,29,568,525
853,2021,Southern Worcester County Regional Vocational Technical,8760000,260,98.5,0.4,0,0.4,0.8,0,8760000,0.1,0.4,0.5,6.7,0.9,0,91.3,42,58,86,537,527
854,2021,Southwick-Tolland-Granville Regional School District,7660000,97,95.9,0,0,1,3.1,0,7660000,0.1,0.6,1.8,5,1.7,0,90.7,49.4,50.6,40,542,540
855,2021,Spencer-E Brookfield,7670000,43,95.3,2.3,0,0,2.3,0,7670000,0.1,0.9,1,8.6,4,0,85.3,47.1,52.9,8,nil,nil
856,2021,Springfield,2810000,"1,410",84.9,7.2,0,0.1,7.8,0,2810000,0.1,2.4,19.5,64.8,1.4,0,11.8,47.8,52.2,579,471,467
857,2021,Stoneham,2840000,166,92.2,3.6,0,0.6,3.6,0,2840000,0.3,4.4,2,6.6,3.1,0,83.6,49.3,50.7,83,549,554
858,2021,Stoughton,2850000,222,93.7,2.3,0.5,0.5,3.2,0,2850000,0.1,6.2,21.4,8.8,4.2,0.4,58.9,48.1,51.9,76,554,555
859,2021,Sturgis Charter Public (District),4890000,176,98.3,0,0,0,1.7,0,4890000,0.6,2.6,1.7,4.4,5.3,0.1,85.2,59.1,40.9,98,587,572
860,2021,Sutton,2900000,70,97.1,0,0,0,2.9,0,2900000,0.1,1.5,0.8,1.7,4.6,0.1,91.3,49.9,50.1,97,562,546
861,2021,Swampscott,2910000,174,95.4,4.6,0,0,0,0,2910000,0.2,2.5,3.4,10,2.2,0.1,81.5,49.4,50.6,128,606,596
862,2021,Swansea,2920000,122,98.4,0.8,0,0,0.8,0,2920000,0.2,1,0.8,1.6,1.6,0,94.9,47.3,52.7,101,564,547
863,2021,Tantasqua,7700000,267,98.1,0.7,0,0,1.1,0,7700000,0.2,1.1,0.5,4.5,2.6,0,91.2,50.5,49.5,142,575,596
864,2021,Taunton,2930000,453,92.3,4.6,0.2,0,2.9,0,2930000,0.2,1.4,13.7,11.5,4.6,0.2,68.4,48.9,51.1,211,538,514
865,2021,TEC Connections Academy Commonwealth Virtual School District,39020000,85,48.2,16.5,0,3.5,31.8,0,39020000,0.4,3.3,6.3,12.2,7.1,0.2,70.5,56.6,43.4,39,585,555
866,2021,Tewksbury,2950000,200,95.5,3,0,0,1.5,0,2950000,0.1,3,2.6,2.8,0.9,0.1,90.6,48.8,51.2,196,552,545
867,2021,Tri-County Regional Vocational Technical,8780000,207,98.6,0.5,0,0.5,0.5,0,8780000,0.4,0.7,0.4,4.6,4.5,0.2,89.2,44.9,55,38,538,520
868,2021,Triton,7730000,149,90.6,4.7,1.3,0,3.4,0,7730000,0.1,1.9,1.1,2.4,1.7,0.2,92.5,49.3,50.6,63,595,585
869,2021,Tyngsborough,3010000,103,96.1,2.9,1,0,0,0,3010000,0.1,6.1,2.9,4.3,3,0,83.5,48.9,51.1,155,557,573
870,2021,Upper Cape Cod Regional Vocational Technical,8790000,163,100,0,0,0,0,0,8790000,0.6,1.7,4.4,1.4,4.4,0,87.6,38.2,61.8,17,492,462
871,2021,Uxbridge,3040000,109,87.2,5.5,1.8,1.8,3.7,0,3040000,0.4,1.5,1.1,3.8,2,0.1,91.2,46.6,53.4,113,541,519
872,2021,Wachusett,7750000,474,95.8,2.5,0,0.2,1.5,0,7750000,0.1,3,1.9,4.8,2.1,0.1,88,49.7,50.3,514,582,581
873,2021,Wakefield,3050000,236,98.3,0,0,0,1.7,0,3050000,0.1,3.2,2.5,5.4,2.7,0.2,85.9,49.7,50.3,248,565,561
874,2021,Walpole,3070000,260,95.4,2.7,0,0.4,1.5,0,3070000,0.3,5.9,3.8,5.1,1.8,0,83,49.3,50.7,291,587,569
875,2021,Waltham,3080000,351,86.9,5.7,0,0.3,7.1,0,3080000,0.1,5.7,9.7,37.5,2.7,0.1,44.1,47.4,52.6,204,564,555
876,2021,Ware,3090000,61,82,11.5,0,0,6.6,0,3090000,0.2,0.7,2,8,4.6,0.2,84.3,48.5,51.5,27,512,534
877,2021,Wareham,3100000,81,67.9,16,1.2,0,14.8,0,3100000,1.1,1,7.5,7.2,10,0.1,73.2,48.2,51.8,9,nil,nil
878,2021,Watertown,3140000,169,91.1,4.1,0,1.2,3.6,0,3140000,0.5,7.8,3.5,12.9,4.7,0.1,70.6,49,51,144,559,568
879,2021,Wayland,3150000,222,98.6,0.5,0.5,0,0.5,0,3150000,0,15.1,5.4,4.5,5.5,0.3,69.3,48.8,51.2,214,645,657
880,2021,Webster,3160000,89,68.5,15.7,0,2.2,13.5,0,3160000,0.2,1.9,4.5,22.2,5.8,0.2,65.2,48.9,51.1,23,523,509
881,2021,Wellesley,3170000,365,96.7,3,0,0,0.3,0,3170000,0,12.6,4.5,4.9,6,0,71.9,50.6,49.4,337,657,670
882,2021,West Boylston,3220000,58,96.6,3.4,0,0,0,0,3220000,0.1,1,1.5,10.2,3.7,0,83.5,50.9,49.1,43,570,536
883,2021,West Bridgewater,3230000,94,100,0,0,0,0,0,3230000,0.2,1.2,3,3.4,2.8,0.2,89.2,52.4,47.6,111,543,542
884,2021,West Springfield,3320000,261,92.3,3.4,0,0,4.2,0,3320000,0.1,7.2,3.6,16.5,2.5,0,70,48.1,51.9,62,568,547
885,2021,Westborough,3210000,293,98,1.7,0,0,0.3,0,3210000,0.1,30.9,1.6,5.8,3,0.1,58.4,49.3,50.7,343,625,639
886,2021,Westfield,3250000,385,94,2.9,0.3,0,2.9,0,3250000,0.1,2.9,2.3,13.2,2,0.1,79.4,48.9,51.1,87,559,554
887,2021,Westford,3260000,432,97.2,2.1,0,0,0.7,0,3260000,0.2,24.3,0.8,1.2,3.5,0,69.9,49.4,50.6,403,632,654
888,2021,Weston,3300000,159,98.1,1.9,0,0,0,0,3300000,0.3,15,6.5,5.9,5.1,0,67.2,49.1,50.9,156,638,657
889,2021,Westport,3310000,80,86.3,3.8,2.5,0,7.5,0,3310000,0.3,0.9,0.3,3.3,4.1,0,91.1,45.2,54.8,29,521,490
890,2021,Westwood,3350000,239,98.3,1.7,0,0,0,0,3350000,0,9.1,2.3,3.4,2.9,0,82.2,49.7,50.3,339,607,631
891,2021,Weymouth,3360000,396,91.2,6.8,0.3,0.3,1.5,0,3360000,0.2,5.7,6.1,7.9,3.3,0.1,76.7,48.9,51.1,110,548,538
892,2021,Whitman-Hanson,7800000,268,91,6,0.4,0,2.6,0,7800000,0.4,1,2,3.9,2.4,0.1,90.3,49,51,273,531,524
893,2021,Whittier Regional Vocational Technical,8850000,257,98.4,0,0,0.4,1.2,0,8850000,0.2,1.1,1.5,18.3,2.8,0,76,45.4,54.6,35,549,527
894,2021,Wilmington,3420000,185,96.8,1.6,0.5,0,1.1,0,3420000,0.1,4.7,1.5,4.1,2.9,0,86.6,49,51,70,592,580
895,2021,Winchendon,3430000,62,67.7,16.1,0,1.6,14.5,0,3430000,0.2,2.5,1.6,6,3,0.1,86.6,46.2,53.8,30,554,527
896,2021,Winchester,3440000,346,97.7,2,0,0,0.3,0,3440000,0.2,16.5,1,3.2,5.3,0,73.7,50.1,49.9,449,627,643
897,2021,Winthrop,3460000,134,92.5,0,2.2,1.5,3.7,0,3460000,0.2,0.9,1.4,13.3,2,0,82.2,48.6,51.4,50,559,552
898,2021,Woburn,3470000,272,93,3.7,0,0,3.3,0,3470000,0.4,7.4,6.8,9.4,2.8,0.1,73.1,50,50,220,536,536
899,2021,Worcester,3480000,"1,575",90,5.3,0,0.3,4.5,0,3480000,0.2,7.4,15.4,41.8,4.1,0,31.1,48.6,51.4,643,518,521
900,2020,Abby Kelley Foster Charter Public (District),4450000,85,97.6,1.2,0,0,1.2,0,4450000,0.1,3.9,44.4,24.2,2.9,0.1,24.4,52.5,47.5,71,520,494
901,2020,Abington,10000,105,96.2,2.9,0,0,1,0,10000,0,0.5,2.7,5,2.2,0.1,89.5,49.4,50.6,66,533,539
902,2020,Academy Of the Pacific Rim Charter Public (District),4120000,45,93.3,4.4,0,2.2,0,0,4120000,0,0.6,59.5,22.9,3.8,0.2,13,54.2,45.8,nil,nil,nil
903,2020,Acton-Boxborough,6000000,423,98.3,1.2,0,0,0.5,0,6000000,0.2,30.5,1.8,3.5,3.8,0,60.2,48,52,178,656,686
904,2020,Advanced Math and Science Academy Charter (District),4300000,126,100,0,0,0,0,0,4300000,0.2,22.9,2.8,5.4,4,0,64.7,48.8,51.2,106,625,667
905,2020,Agawam,50000,245,94.7,0.4,0.8,0,4.1,0,50000,0,2.5,1.8,6.7,2.5,0.1,86.5,48.3,51.7,82,558,561
906,2020,Amesbury,70000,142,89.4,7,0,0,3.5,0,70000,0.1,1.1,1.9,5.8,3.3,0.1,87.8,47.4,52.6,80,572,574
907,2020,Amherst-Pelham,6050000,193,92.2,4.1,0,0,3.6,0,6050000,0.1,9.3,7.1,14.6,8.6,0.1,60.1,48.8,51.2,129,617,618
908,2020,Andover,90000,411,97.8,1.9,0,0,0.2,0,90000,0.3,16.3,1.8,5.2,2.7,0,73.6,49.8,50.2,399,604,624
909,2020,Arlington,100000,298,97.7,1.7,0,0,0.7,0,100000,0.1,11.4,3.6,5.4,4.7,0.2,74.6,50.8,49.2,159,610,608
910,2020,Ashburnham-Westminster,6100000,154,95.5,4.5,0,0,0,0,6100000,0,0.7,0.6,4,1.8,0,92.9,48.9,51.1,70,567,564
911,2020,Ashland,140000,192,96.4,1.6,0,0.5,1.6,0,140000,0.6,11.3,2.1,9.1,3.1,0,73.7,50.6,49.4,96,570,607
912,2020,Assabet Valley Regional Vocational Technical,8010000,254,99.2,0,0,0,0.8,0,8010000,0.4,1,0.6,14.6,2.1,0,81.2,44.6,55.4,47,506,507
913,2020,Athol-Royalston,6150000,74,86.5,5.4,0,0,8.1,0,6150000,0.1,0.6,1.8,8.4,2.1,0,87.1,46.9,53.1,26,507,491
914,2020,Atlantis Charter (District),4910000,46,95.7,0,0,0,2.2,2.2,4910000,0,2.2,4.2,8.7,3.2,0,81.7,53.3,46.7,37,504,499
915,2020,Attleboro,160000,388,93.3,5.7,0,0,1,0,160000,0.2,4.7,4.9,13.6,5.8,0.2,70.6,46.6,53.4,211,549,542
916,2020,Auburn,170000,161,96.9,1.9,0,0.6,0.6,0,170000,0.3,3.7,2.1,6.2,3.1,0,84.6,50.3,49.7,92,564,547
917,2020,Avon,180000,40,97.5,0,0,2.5,0,0,180000,0.8,4.8,29.5,6.6,4.9,0,53.4,50.3,49.7,32,519,510
918,2020,Ayer Shirley School District,6160000,90,94.4,1.1,0,0,4.4,0,6160000,0.2,2.7,4.7,10.8,4.8,0.4,76.4,48.3,51.7,56,560,552
919,2020,Barnstable,200000,308,90.6,4.2,2.3,0.3,2.6,0,200000,0.7,2.4,7.1,10.3,4.3,0.2,74.9,48.8,51.2,204,557,551
920,2020,Baystate Academy Charter Public School (District),35020000,46,88.2,4.5,2.2,0,5.2,0,35020000,0,1,31,61.4,0.7,0,5.9,52.1,47.9,27,437,447
921,2020,Bedford,230000,179,95.5,3.4,0.6,0,0.6,0,230000,0.3,12.8,6.5,5.4,4.3,0.2,70.5,48.8,51.2,85,609,617
922,2020,Belchertown,240000,158,96.2,1.9,0.6,0.6,0.6,0,240000,0.1,2,1.7,3.7,2,0.2,90.2,48.8,51.2,73,567,562
923,2020,Bellingham,250000,139,95.7,0.7,0.7,1.4,1.4,0,250000,0.2,3.3,1.5,3.2,1.6,0,90.3,48.8,51.2,74,544,539
924,2020,Belmont,260000,310,96.5,2.9,0,0,0.6,0,260000,0.1,18,3.4,3.7,6.6,0,68,50.3,49.7,241,622,641
925,2020,Berkshire Arts and Technology Charter Public (District),4140000,26,96.2,0,0,0,3.8,0,4140000,0.3,1.7,15,6.2,2,0.6,74.2,52.1,47.9,11,585,586
926,2020,Berkshire Hills,6180000,106,93.4,4.7,0,0.9,0.9,0,6180000,0.2,2.7,1.7,7,4.7,0.2,83.6,49.3,50.7,45,579,556
927,2020,Berlin-Boylston,6200000,67,100,0,0,0,0,0,6200000,0,2.3,1.2,1.8,2.5,0,92.2,49.9,50.1,33,576,588
928,2020,Beverly,300000,271,94.8,2.2,0,0.4,2.6,0,300000,0,2.2,2.9,10.3,3.2,0.1,81.3,47.9,52.1,143,575,568
929,2020,Billerica,310000,323,94.7,3.4,0.3,0.6,0.9,0,310000,0.1,6.4,2.8,4.2,2.3,0.2,84,49.2,50.8,206,555,569
930,2020,Blackstone Valley Regional Vocational Technical,8050000,283,99.3,0.4,0.4,0,0,0,8050000,0,0.9,0.6,2.6,1.7,0,94.2,52.1,47.9,153,578,564
931,2020,Blackstone-Millville,6220000,94,96.8,2.1,0,0,1.1,0,6220000,0.1,1.3,1.3,5.2,2.4,0,89.8,49.8,50.2,34,544,541
932,2020,Blue Hills Regional Vocational Technical,8060000,177,97.7,1.1,0,0,1.1,0,8060000,1.2,1,22,9.6,3.5,0.1,62.5,45.7,54.3,61,502,480
933,2020,Boston,350000,"2,886",80.6,11.2,0.1,0.4,7.6,0,350000,0.3,8.7,32.4,41.5,2.8,0.2,14.2,48.1,51.9,"1,733",508,522
934,2020,Boston Collegiate Charter (District),4490000,55,92.7,7.3,0,0,0,0,4490000,0.6,1.8,26,18,2.2,0,51.5,52.6,47.4,27,534,547
935,2020,Boston Green Academy Horace Mann Charter School (District),4110000,54,85.2,9.3,1.9,0,3.7,0,4110000,0.5,3,56.9,30.5,1.6,0,7.5,46.9,53.1,23,457,454
936,2020,Boston Preparatory Charter Public (District),4160000,48,89.6,10.4,0,0,0,0,4160000,0.5,0.5,68.4,25.1,2.2,0.2,3.1,51.1,48.9,73,476,506
937,2020,Bourne,360000,111,91,2.7,0,0,6.3,0,360000,0.6,2.1,1.5,3.2,3.7,0.2,88.7,48.2,51.8,114,534,519
938,2020,Braintree,400000,394,96.2,2,0.3,0,1.5,0,400000,0.2,13.9,4.6,4,1.3,0.1,75.9,49.6,50.4,249,569,592
939,2020,Bridgewater-Raynham,6250000,332,95.2,3.3,0.6,0,0.9,0,6250000,0,1.5,3.7,2.5,3.9,0.1,88.3,48.3,51.7,170,555,563
940,2020,Bristol County Agricultural,9100000,108,95.4,0,0,0,4.6,0,9100000,0.4,0.6,0.4,2.1,1.3,0,95.1,71.6,28.4,25,521,542
941,2020,Bristol-Plymouth Regional Vocational Technical,8100000,276,97.1,0.4,1.4,0,1.1,0,8100000,0.5,0.6,3.2,6.7,2.8,0,86.2,41.9,58.1,88,521,508
942,2020,Brockton,440000,930,82.6,9.1,1.7,0.2,6.3,0,440000,0.4,2.3,55.9,14.9,4.5,0.2,21.8,48,52,356,490,479
943,2020,Brooke Charter School (District),4280000,54,98.1,1.9,0,0,0,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6,nil,nil
944,2020,Brookline,460000,431,94.9,3.5,0,0.5,1.2,0,460000,0,18.8,5.9,10.1,8.8,0.1,56.3,49.3,50.7,231,606,624
945,2020,Burlington,480000,237,94.9,3.8,0.8,0,0.4,0,480000,0.3,15.4,5.1,4.8,3.4,0,70.8,48.4,51.6,127,559,556
946,2020,Cambridge,490000,442,91,5.2,0.7,0.5,2.7,0,490000,0.4,12.5,26.5,13.8,6.8,0.2,39.8,49.6,50.4,325,561,560
947,2020,Canton,500000,218,99.1,0.9,0,0,0,0,500000,0.1,10,10.5,4.2,3.9,0.2,71.1,50.2,49.8,132,571,572
948,2020,Cape Cod Regional Vocational Technical,8150000,118,97.5,0.8,0,0,1.7,0,8150000,2.1,0.3,4.9,9.7,4.5,0.2,78.2,39,61,25,486,481
949,2020,Carver,520000,91,95.6,1.1,0,0,3.3,0,520000,0.1,0.2,1.2,1,1,0.1,96.4,48.7,51.3,47,552,557
950,2020,Central Berkshire,6350000,106,95.3,0.9,0,0,3.8,0,6350000,0.1,0.7,0.9,3.5,3.1,0,91.7,49,51,33,513,530
951,2020,Chelmsford,560000,352,98,2,0,0,0,0,560000,0.1,12.8,2.1,4.6,2.1,0.1,78.2,48.7,51.3,216,583,599
952,2020,Chelsea,570000,290,73.4,15.9,0,0.3,10.3,0,570000,0.2,1.5,5.8,84.6,0.9,0,6.9,47.4,52.6,87,476,466
953,2020,Chicopee,610000,478,87.2,3.6,0.2,1,7.9,0,610000,0.1,2,3,34.9,2.7,0.1,57.2,47.6,52.4,172,539,541
954,2020,City on a Hill Charter Public School Circuit Street (District),4370000,49,77.6,20.4,0,0,2,0,4370000,0.4,0,68,27.8,1.4,0.4,2.1,55.6,44.4,22,473,487
955,2020,City on a Hill Charter Public School Dudley Square (District),35040000,43,95.6,0,0,0,4.5,0,35040000,0,2.1,74.5,21.4,0.8,0,1.2,55.6,44.4,33,419,457
956,2020,City on a Hill Charter Public School New Bedford (District),35070000,31,76.2,0,9.9,0,13.9,0,35070000,0,1.4,15.7,40.7,5.7,0,36.4,50.7,49.3,nil,nil,nil
957,2020,Clinton,640000,93,92.5,3.2,0,0,4.3,0,640000,0.1,1.6,4.5,22.8,1.4,0,69.6,46.5,53.5,43,513,489
958,2020,Codman Academy Charter Public (District),4380000,28,96.4,3.6,0,0,0,0,4380000,0,0,79.5,19.3,0.6,0.3,0.3,50.6,49.4,24,431,469
959,2020,Cohasset,650000,115,100,0,0,0,0,0,650000,0.2,2.3,3.2,0.8,0.7,0,92.9,48,52,97,594,584
