...1,Year,District Name,District Code_x,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,District Code_y,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,Tests Taken,Reading / Writing,Math,Student / Teacher Ratio,Low Income %.y
168,2023,milton,1890000,250,97.6,2,0,0,0.4,0,1890000,0.1,7.2,14.2,4.4,4.6,0.1,69.4,49.8,50.1,340,587,571,12.7,13.3
169,2023,minuteman regional vocational technical,8300000,154,92.9,1.9,0,0.6,3.9,0.6,8300000,0.2,5.4,3.3,7.2,4.7,0,79.2,36.1,63.5,98,576,529,8.3,19.8
170,2023,mohawk trail,7170000,24,91.7,0,0,0,8.3,0,7170000,0.1,0.4,0.4,4.5,2.9,0.1,91.5,50.6,49.3,11,588,550,11.5,46.3
171,2023,monomoy regional school district,7120000,117,92.3,4.3,0,0,3.4,0,7120000,0.6,1.4,6.6,7.2,5.6,0.2,78.4,49.2,50.8,84,591,566,10.2,38.7
172,2023,monson,1910000,35,85.7,2.9,5.7,0,5.7,0,1910000,0.1,1.1,0.9,3.7,2.2,0.5,91.5,50.7,49.3,4,nil,nil,9.2,39.9
173,2023,montachusett regional vocational technical,8320000,291,96.9,1.7,0,0.3,1,0,8320000,0.1,1.5,2,16.2,3.8,0,76.4,49.1,50.4,92,564,542,12,30.7
174,2023,mount greylock,7150000,77,98.7,0,0,0,1.3,0,7150000,0,1.1,1.2,3.6,4.3,0,89.8,50.8,49.2,105,621,587,11,25.4
176,2023,nantucket,1970000,128,96.9,0,0,0,3.1,0,1970000,0.1,1.9,10.4,31.7,4,0,52,48.3,51.6,77,542,515,10.5,34.6
177,2023,narragansett,7200000,56,91.1,5.4,0,0,3.6,0,7200000,0.1,0.3,1.3,6,3.2,0.1,89.1,46.5,53.4,17,555,518,14.8,36.5
178,2023,nashoba,7250000,180,96.7,1.7,0.6,0,1.1,0,7250000,0.1,3.2,1.3,4.8,3,0.1,87.6,49.8,50.2,205,594,591,12.3,12.7
179,2023,nashoba valley regional vocational technical,8520000,155,97.4,1.3,0,0,1.3,0,8520000,0.4,1.8,1.6,4.8,2.5,0,88.9,38.3,61.4,33,539,506,11.5,31.4
180,2023,natick,1980000,364,97.5,1.6,0.3,0,0.5,0,1980000,0.1,10.3,2.7,6,5.2,0.1,75.6,48.8,51.2,351,609,596,11.6,14.1
181,2023,nauset,6600000,180,94.4,2.8,0,0.6,2.2,0,6600000,0.2,2.5,5,4.5,3.4,0.1,84.3,53.4,46.4,178,553,525,9.8,30.9
182,2023,needham,1990000,358,98.9,1.1,0,0,0,0,1990000,0.1,8.8,2.9,5.8,5.1,0,77.3,50.1,49.9,379,626,632,12.3,7.8
184,2023,new bedford,2010000,596,79.2,2.9,1.2,0.3,16.4,0,2010000,0.4,0.9,13.2,40.3,5.3,0.1,39.8,47.7,52.3,151,502,469,12.1,79.8
186,2023,newburyport,2040000,200,96.5,3,0,0.5,0,0,2040000,0,1.9,1,3.5,2,0,91.5,50.8,49.2,188,596,592,10.1,12.8
187,2023,newton,2070000,905,96.8,2.8,0,0,0.4,0,2070000,0.1,19,4.7,7.6,6.5,0,62.1,49.1,50.9,860,630,637,11.1,13.4
188,2023,norfolk county agricultural,9150000,123,99.2,0.8,0,0,0,0,9150000,0.4,1.3,1.3,2.7,3.8,0.2,90.5,72.5,27.5,60,555,510,10.1,21.3
189,2023,north adams,2090000,62,75.8,4.8,0,0,19.4,0,2090000,0.2,0.4,2.6,6.4,7.6,0.1,82.6,50.5,49.5,51,467,439,9.6,71.4
190,2023,north andover,2110000,286,96.5,2.8,0,0,0.7,0,2110000,0.2,8,3.2,11,3,0.1,74.3,49.3,50.7,270,585,577,13.3,22.1
191,2023,north attleborough,2120000,245,92.7,4.1,0.8,0,2.4,0,2120000,0.2,6.8,3.9,4.7,3.9,0.1,80.4,49,50.9,243,574,567,13,25.5
192,2023,north brookfield,2150000,17,58.8,11.8,5.9,5.9,17.6,0,2150000,0,0.2,0.7,5.1,3.7,0,90.4,47.9,52.1,6,nil,nil,10.3,47.9
193,2023,north middlesex,7350000,149,96,3.4,0,0,0.7,0,7350000,0.1,1.5,1.6,4.3,3.3,0.1,89,49.3,50.7,117,570,536,12.5,26.8
194,2023,north reading,2170000,171,94.7,4.7,0,0,0.6,0,2170000,0.1,4.1,0.6,3.4,2.8,0.1,88.9,49.4,50.6,141,586,580,11.2,11
195,2023,northampton,2100000,221,96.4,1.4,0,0,2.3,0,2100000,0.2,3.9,2.8,16.7,6.6,0,69.8,48.4,51.6,121,643,599,10.4,31.5
196,2023,northampton-smith vocational agricultural,4060000,127,92.9,0,0,0.8,6.3,0,4060000,0,0.4,1.2,14.5,2,0,81.8,45.3,54.7,9,nil,nil,8.9,38
197,2023,northboro-southboro,7300000,300,98.3,1.3,0,0,0.3,0,7300000,0.4,11.1,1.2,5.1,3.3,0.2,78.6,51.4,48.6,326,608,618,10.9,13
198,2023,northbridge,2140000,123,92.7,0.8,0,1.6,4.9,0,2140000,0,0.7,1,8.3,4.7,0.1,85.2,48.5,51.4,77,543,533,12.6,38.4
199,2023,northeast metropolitan regional vocational technical,8530000,270,97.8,0,0,0,1.9,0.4,8530000,0.1,1.2,2.9,33.2,2.1,0.2,60.4,45.9,54.1,100,495,474,11.2,50.3
200,2023,northern berkshire regional vocational technical,8510000,122,98.4,0,0,0,1.6,0,8510000,0,0.2,0.6,1.8,2.6,0,94.8,38.1,61.9,46,517,481,10.7,44
201,2023,norton,2180000,150,94.7,1.3,0,0,4,0,2180000,0.2,1.8,2,3.9,4,0.1,88,49.8,50.2,120,569,550,12.7,25.6
202,2023,norwell,2190000,147,99.3,0.7,0,0,0,0,2190000,0.1,2.2,0.5,1.6,2.6,0.2,92.9,48.2,51.8,201,602,600,12.9,5.8
203,2023,norwood,2200000,226,93.8,3.5,0.9,0.4,1.3,0,2200000,0,8,11.1,12.7,2.7,0.5,65,48.8,51.2,183,568,554,10.7,40.7
204,2023,old colony regional vocational technical,8550000,139,98.6,0,0,0.7,0.7,0,8550000,0.2,0.7,2,2.5,2.4,0,92.2,37.3,62.7,46,538,519,8.9,21.7
205,2023,old rochester,7400000,154,98.7,1.3,0,0,0,0,7400000,0.1,1.7,1.9,2.1,3.5,0,90.6,48.8,51.2,154,571,560,11.6,24.1
206,2023,oxford,2260000,79,84.8,5.1,1.3,0,8.9,0,2260000,0.1,1.7,2.2,11.8,4.6,0.2,79.4,47.9,52,22,534,520,11.9,46.3
207,2023,palmer,2270000,64,84.4,3.1,1.6,1.6,9.4,0,2270000,0,2.3,3.1,10.9,4.8,0,79,49.9,50.1,27,566,543,10.6,58.6
208,2023,pathfinder regional vocational technical,8600000,114,92.1,4.4,0,0,3.5,0,8600000,0.5,0.3,1.1,5.7,3.1,0,89.4,36.4,63.1,6,nil,nil,8.9,42.8
210,2023,peabody,2290000,346,85.8,8.1,1.2,0.3,4.3,0.3,2290000,0,1.8,3.5,14.6,1.8,0,78.2,49.2,50.7,181,550,543,12.2,44.7
211,2023,pembroke,2310000,188,95.7,3.2,0,0.5,0.5,0,2310000,0.1,1.1,0.6,0.4,1.6,0.1,96.2,48.2,51.8,138,577,577,12.9,18
212,2023,pentucket,7450000,153,94.1,2,2,0,2,0,7450000,0,1.3,0.5,4.6,2.1,0,91.5,46.7,53.3,115,577,564,12.1,16.6
217,2023,pioneer valley,7500000,47,97.9,2.1,0,0,0,0,7500000,0.1,0.4,0.4,1.9,3.6,0,93.5,50.2,49.8,28,549,516,10.6,31
220,2023,pittsfield,2360000,341,85.9,5,0,1.2,7.9,0,2360000,0.3,1.3,11.1,14.5,8.9,0.1,63.8,48.8,51.2,109,549,519,9.5,65.5
221,2023,plymouth,2390000,509,96.9,0.2,0.4,0.2,2.4,0,2390000,0.2,1.2,1.9,5.2,4.4,0,87,47.8,52.1,438,538,512,11.2,31.5
223,2023,quabbin,7530000,112,84.8,6.3,0.9,0,8,0,7530000,0.1,0.8,0.8,4.8,1.9,0.1,91.5,50.6,49.4,68,564,550,14.5,35.8
224,2023,quaboag regional,7780000,90,87.8,3.3,2.2,0,6.7,0,7780000,0,0.2,0.8,6.8,3.8,0,88.5,49.1,50.7,90,521,489,12.5,43.2
225,2023,quincy,2430000,632,96.2,2.1,0.3,0,1.4,0,2430000,0.2,39.5,6.9,6.1,3.1,0.4,43.8,48,52,577,568,581,12.8,47.2
226,2023,ralph c mahar,7550000,83,78.3,7.2,0,0,14.5,0,7550000,0,1.9,2.3,9.3,3.8,0,82.6,49.8,50.2,25,559,528,8.4,57.9
227,2023,randolph,2440000,89,80.9,9,1.1,1.1,7.9,0,2440000,0.4,17.5,49.9,15,5.3,0.3,11.7,45.4,54.6,45,537,521,11,60.7
228,2023,reading,2460000,288,97.9,1.7,0,0,0.3,0,2460000,0.1,5.3,2.5,2.8,2.3,0,86.8,48.2,51.8,323,587,583,12.9,10.8
229,2023,revere,2480000,416,86.1,6,0.7,0,7.2,0,2480000,0.3,4.7,3.4,55.3,1.9,0,34.3,48.8,51.2,236,525,516,11.4,65.2
231,2023,rockland,2510000,115,93.9,2.6,0,0,3.5,0,2510000,0,1.1,5.3,14.3,4,0,75.3,50.4,49.6,77,551,519,12.2,47.2
232,2023,rockport,2520000,56,96.4,1.8,0,0,1.8,0,2520000,0,1.7,1,1.7,0.2,0,95.4,49.2,50.8,48,584,574,8.2,26.5
234,2023,salem,2580000,173,84.4,9.2,0.6,0,5.8,0,2580000,0.1,3.1,6.7,39.3,4.8,0,46,48.1,51.9,147,466,460,10.6,62.2
236,2023,sandwich,2610000,144,97.2,0,0,0,2.8,0,2610000,0.6,2.4,1.2,2.3,0.8,0.1,92.6,49.6,50.4,115,569,557,11,24.2
237,2023,saugus,2620000,143,90.2,4.2,0,0.7,4.9,0,2620000,0.6,5.1,4.9,18.7,2.5,0.1,68.1,48.3,51.7,96,534,513,14.3,46.6
238,2023,scituate,2640000,183,96.7,1.6,0,0.5,1.1,0,2640000,0,1,2.6,1.5,1.6,0,93.2,49.5,50.5,232,571,552,11.6,11.8
239,2023,seekonk,2650000,127,97.6,1.6,0,0,0.8,0,2650000,0,3.2,2,5,3.4,0,86.3,50.4,49.6,94,572,553,11.6,20.3
240,2023,sharon,2660000,266,97.4,2.6,0,0,0,0,2660000,0.1,29,4.8,5.2,5,0.1,55.8,48.4,51.6,264,634,652,12.6,12
241,2023,shawsheen valley regional vocational technical,8710000,274,99.3,0.4,0,0,0.4,0,8710000,0.2,1.2,1.1,4.9,2,0,90.6,41.8,58.2,127,527,506,9.9,23.4
242,2023,shrewsbury,2710000,418,94.5,3.6,0,0,1.9,0,2710000,0.4,31.5,2.9,8.2,3.6,0,53.3,49.7,50.3,458,600,618,13.5,17.7
243,2023,silver lake,7600000,249,97.2,2.4,0,0,0.4,0,7600000,0.2,1.1,1.5,1.8,0.6,0.1,94.7,47.6,52.4,208,557,551,12.4,22.8
245,2023,somerset berkley regional school district,7630000,215,95.3,0.9,0,0,3.7,0,7630000,0.1,1.4,1.1,3.7,1.1,0.3,92.5,50.2,49.8,170,553,549,12.4,27.8
246,2023,somerville,2740000,262,91.2,2.7,1.1,0,5,0,2740000,0.1,6.5,9.9,41.4,4,0.1,38.1,46.9,53,183,577,567,11.2,48.3
247,2023,south hadley,2780000,121,94.2,0.8,0,0,5,0,2780000,0.1,2.2,1.8,13.7,2.2,0.1,79.8,50.4,49.6,78,567,564,10.8,35.8
248,2023,south middlesex regional vocational technical,8290000,176,91.5,0.6,2.3,0,5.7,0,8290000,1.9,0.4,5.2,42.8,3.6,0,46.1,40,60,40,562,534,9.5,52.2
250,2023,south shore regional vocational technical,8730000,151,97.4,0,0,0,2.6,0,8730000,0,1.4,2,5.6,3.6,0,87.4,32.7,67.3,23,546,521,10.4,28.5
251,2023,southbridge,2770000,82,72,2.4,7.3,0,18.3,0,2770000,0.2,1.4,2,57.3,1.7,0.1,37.3,48.9,51.1,15,466,457,11,81.6
252,2023,southeastern regional vocational technical,8720000,338,97.6,0.9,0,0,1.5,0,8720000,0.1,1.7,34.5,12.4,5.6,0,45.7,49.7,50.2,88,529,506,12.4,44.8
253,2023,southern berkshire,7650000,48,91.7,4.2,0,2.1,2.1,0,7650000,0.7,0.1,0.9,7.1,4.9,0,86.2,49.9,50.1,26,572,514,8,38.1
254,2023,southern worcester county regional vocational school district,8760000,264,98.1,0.4,0,0,1.5,0,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,92,530,503,10.4,34.1
255,2023,southwick-tolland-granville regional school district,7660000,88,95.5,1.1,1.1,1.1,1.1,0,7660000,0.3,0.9,1.8,4.4,2.1,0,90.6,49,51,50,554,539,11,34.2
256,2023,spencer-e brookfield,7670000,62,77.4,6.5,3.2,0,12.9,0,7670000,0.3,1,2,13.3,2.7,0,80.7,45.5,54.5,37,566,544,12.1,49.1
257,2023,springfield,2810000,1521,84.7,6.6,1.6,0.2,6.9,0,2810000,0.2,2.3,18.9,66.6,1.8,0,10.2,47.9,52.1,"1,176",435,423,10.9,85
259,2023,stoneham,2840000,136,96.3,2.9,0,0,0.7,0,2840000,0.2,5.2,2.5,8.5,3.7,0,80,49.6,50.4,98,542,526,10.8,22.4
260,2023,stoughton,2850000,199,92.5,3,0,0,4.5,0,2850000,0.1,6.2,23.2,11.7,5.1,0.3,53.4,48.5,51.5,148,564,557,11.5,45.5
262,2023,sutton,2900000,82,97.6,2.4,0,0,0,0,2900000,0.1,1.3,1,2.2,4,0,91.4,49.5,50.5,67,577,564,13.4,18.2
263,2023,swampscott,2910000,142,95.1,2.8,0,0,2.1,0,2910000,0.2,2.6,3.3,11.1,2.4,0,80.2,48.8,51.2,141,601,585,11,20.5
264,2023,swansea,2920000,106,89.6,3.8,0.9,0,5.7,0,2920000,0.2,1.1,0.8,2.3,1.3,0,94.3,49.3,50.7,77,560,525,13.6,27.9
265,2023,tantasqua,7700000,272,92.6,3.3,0,0,4,0,7700000,0.2,1,0.7,5.2,2.8,0,90.2,49.4,50.5,208,559,576,11.8,27.1
266,2023,taunton,2930000,422,91.7,3.3,0.7,0.2,4,0,2930000,0.2,1.4,16.6,12.5,5.2,0.1,63.9,49,51,329,514,489,14.4,58.4
267,2023,tec connections academy commonwealth virtual school district,39020000,133,51.1,9.8,3,2.3,33.8,0,39020000,0.4,2.8,8.2,15,7.5,0.2,65.9,57.5,42.5,67,579,527,23.2,58
268,2023,tewksbury,2950000,185,95.1,2.7,0,0,2.2,0,2950000,0.1,3.6,3.4,4.6,1.2,0,87.1,49.4,50.6,62,583,568,12.6,22
269,2023,tri-county regional vocational technical,8780000,199,98.5,0.5,0,0,1,0,8780000,0.3,1,0.7,5.7,4.2,0.3,87.9,41.5,58.3,74,538,516,11.2,27.1
270,2023,triton,7730000,167,92.8,3,0.6,0,3.6,0,7730000,0.1,1.6,1,3.1,1.9,0.2,92.2,48.5,51.5,113,574,545,10.2,29.7
271,2023,tyngsborough,3010000,95,94.7,4.2,1.1,0,0,0,3010000,0.2,6.8,3.7,4.6,3.2,0,81.5,48.8,51.2,85,563,585,12.2,25
272,2023,upper cape cod regional vocational technical,8790000,140,97.1,0,0,0,2.9,0,8790000,0.7,1.7,4.7,2.7,5.4,0,84.8,35.8,64.2,35,537,503,9.5,40.3
273,2023,uxbridge,3040000,114,91.2,3.5,0.9,0.9,3.5,0,3040000,0.5,1.4,1.5,4.6,2,0.1,90,46.1,53.9,70,540,535,12.1,28.4
274,2023,wachusett,7750000,466,94.6,3.4,0,0.4,1.5,0,7750000,0.1,2.9,2.2,5.4,2.2,0,87.2,49.8,50.2,397,575,565,14.3,16.4
275,2023,wakefield,3050000,193,96.4,2.1,0.5,0,1,0,3050000,0.2,3.6,2.9,6.8,3.1,0.3,83.2,49.3,50.7,177,573,549,11.7,17.2
276,2023,walpole,3070000,235,96.2,3.4,0,0,0.4,0,3070000,0.3,6.4,3.4,5.4,2.6,0,81.9,49.9,50,242,579,565,11.9,15.3
277,2023,waltham,3080000,361,84.5,4.2,3.3,0,8,0,3080000,0.1,5.3,9.7,40.7,2.3,0,41.9,47.3,52.7,195,550,538,10.3,47.6
278,2023,ware,3090000,51,84.3,11.8,0,0,3.9,0,3090000,0.1,0.7,1.7,5.7,3.8,0.2,87.9,50,50,35,516,531,12.6,64.7
279,2023,wareham,3100000,95,83.2,6.3,0,1.1,9.5,0,3100000,1.2,1.1,8.6,8,11,0.1,69.9,48.6,51.4,32,578,543,11,65.9
280,2023,watertown,3140000,141,90.8,5,0,0,4.3,0,3140000,0.5,7.9,3.8,17.2,5.7,0.1,64.9,48.5,51.5,118,561,574,10.2,35.7
281,2023,wayland,3150000,181,99.4,0.6,0,0,0,0,3150000,0,15.5,5.1,4.5,5.5,0.2,69.1,49.7,50.3,207,643,652,11.4,8.4
282,2023,webster,3160000,73,76.7,6.8,2.7,0,13.7,0,3160000,0.1,2.1,5.4,27.2,6.9,0.1,58.2,50.4,49.5,9,nil,nil,11.7,70.3
283,2023,wellesley,3170000,337,97.9,2.1,0,0,0,0,3170000,0.1,14.2,3.7,5.1,6.7,0,70.2,51,49,330,645,649,10.5,8.3
284,2023,west boylston,3220000,58,93.1,1.7,1.7,0,3.4,0,3220000,0.1,1.8,3,10.8,4.3,0,80,51.5,48.5,50,563,526,11.3,31.5
285,2023,west bridgewater,3230000,93,94.6,1.1,0,1.1,3.2,0,3230000,0.4,1,4.7,3.3,4.3,0.1,86.3,51.1,48.9,63,568,546,13.6,25.6
286,2023,west springfield,3320000,263,93.2,3,0,0,3.8,0,3320000,0.1,8.2,3.5,19.2,2.7,0,66.3,48.8,51.2,105,568,541,11.6,57.3
287,2023,westborough,3210000,243,97.1,0.8,0,0,2.1,0,3210000,0.1,34.2,1.9,6.5,2.9,0.1,54.4,49.7,50.3,310,623,638,11.6,15.8
288,2023,westfield,3250000,358,92.5,3.6,0.3,0,3.6,0,3250000,0.1,3.3,2.3,15.4,2.4,0,76.4,48.8,51.2,103,552,533,11.5,49.4
289,2023,westford,3260000,407,97.5,1.5,0.2,0,0.7,0,3260000,0.1,26.8,0.9,1.8,3.8,0,66.6,48.6,51.4,446,622,631,12.1,8.6
290,2023,weston,3300000,140,97.1,2.1,0,0,0.7,0,3300000,0.2,17.2,6.3,6.1,5.3,0,64.9,49.2,50.8,132,656,672,11.7,7.3
291,2023,westport,3310000,62,90.3,3.2,0,1.6,4.8,0,3310000,0.3,0.6,0.3,3.5,4.2,0,91.2,45.4,54.6,44,562,537,12.1,34.5
292,2023,westwood,3350000,237,98.7,1.3,0,0,0,0,3350000,0,10.8,2.2,3.7,3.9,0,79.5,49.4,50.6,278,597,597,12.1,7.9
293,2023,weymouth,3360000,381,90.8,3.9,0,0,5,0.3,3360000,0.2,6.3,6.7,9.3,4,0.1,73.4,49,50.9,251,547,528,12.3,40.5
294,2023,whitman-hanson,7800000,260,93.8,4.6,0,0,1.5,0,7800000,0.4,1.2,2.4,4.7,2.8,0.1,88.3,48.4,51.6,161,558,537,13.7,30.5
295,2023,whittier regional vocational technical,8850000,314,99,0,0,0,1,0,8850000,0.3,1,2.3,20.9,3.5,0,71.9,46,54,47,539,515,10.3,38.3
296,2023,wilmington,3420000,190,93.7,4.7,0.5,0,1.1,0,3420000,0.1,5.1,1.3,4.3,3.4,0,85.7,49.3,50.6,146,580,576,10.5,14.8
297,2023,winchendon,3430000,45,88.9,6.7,0,0,4.4,0,3430000,0.1,2.3,1.5,7.3,3.8,0.1,85,45.8,54.2,36,474,454,13.4,56.8
298,2023,winchester,3440000,328,95.1,3.4,0.3,0.3,0.9,0,3440000,0.2,17.4,1,3.4,6,0,72,49.5,50.5,381,647,656,12.6,7.2
299,2023,winthrop,3460000,111,93.7,0.9,0,0,5.4,0,3460000,0.1,0.8,1.4,15.6,1.6,0,80.5,49.3,50.7,80,545,552,12.5,37.2
300,2023,woburn,3470000,244,94.3,2.5,0,0,3.3,0,3470000,0.6,7.5,7.4,10.3,3.1,0.2,71,50.8,49.2,161,562,549,11.5,40.9
301,2023,worcester,3480000,1609,87.5,5.5,0.7,0.1,6.2,0,3480000,0.2,6.7,16.3,42.9,4.3,0,29.6,48.9,51.1,"1,496",451,444,11.9,71.4
303,2022,abington,10000,141,95,2.1,0,0,2.8,0,10000,0.3,2,3.1,7.9,0.7,0.1,85.9,49.5,50.5,126,549,521,13.4,32.5
305,2022,acton-boxborough,6000000,432,97.9,1.4,0,0,0.7,0,6000000,0.2,32.6,2.3,4.5,4.2,0.1,56.1,48.3,51.7,449,655,681,12.9,11.5
307,2022,agawam,50000,209,93.3,1.4,0,0.5,4.8,0,50000,0,3,2.3,7.8,2.6,0.1,84.3,47.9,52.1,106,549,538,12.6,43.1
308,2022,amesbury,70000,124,90.3,1.6,0,0.8,7.3,0,70000,0.2,1.1,1.6,7.2,3.5,0.1,86.2,46.5,53.5,101,574,566,10.7,33.4
309,2022,amherst-pelham,6050000,197,94.9,1.5,0,0,3.6,0,6050000,0.1,9.2,7.1,16.2,9,0.2,58.2,48.6,51.3,127,633,633,11.1,29
310,2022,andover,90000,386,94,5.7,0,0,0.3,0,90000,0.2,18.3,2.1,5.5,2.6,0,71.3,49.9,50,402,611,619,11.6,12.2
312,2022,arlington,100000,340,96.8,2.1,0,0,1.2,0,100000,0.1,12.5,3.7,6.4,5.2,0.2,72,49.5,50.4,387,626,619,12.2,10.6
313,2022,ashburnham-westminster,6100000,120,95.8,1.7,0,0.8,1.7,0,6100000,0,0.8,0.6,4.2,1.8,0,92.6,49.9,50.1,71,575,565,13.6,24.5
314,2022,ashland,140000,210,99,0.5,0,0,0.5,0,140000,0.6,13.9,2.2,10.7,3.3,0,69.3,50.3,49.6,226,593,610,13.1,21.8
315,2022,assabet valley regional vocational technical,8010000,264,96.2,0.4,0,0,3.4,0,8010000,0.4,0.4,0.6,14.1,2.3,0,82.2,40.4,59.5,70,534,511,9.9,43
316,2022,athol-royalston,6150000,70,87.1,2.9,0,0,10,0,6150000,0,1.1,1.5,8.7,3.7,0,85,47.7,52.3,11,495,516,12.8,64.1
318,2022,attleboro,160000,427,96.3,1.6,0,0,2.1,0,160000,0.3,4.7,5.5,14.2,6.4,0.1,68.8,47.4,52.6,247,549,533,14.9,40.5
319,2022,auburn,170000,156,96.8,2.6,0,0,0.6,0,170000,0.1,4.1,1.8,8.2,3.4,0,82.5,50,50,134,553,542,13.4,27.6
320,2022,avon,180000,36,83.3,11.1,0,0,5.6,0,180000,0.6,4.4,28.5,8,4.4,0,54.1,46.3,53.4,28,534,526,9.7,45.9
321,2022,ayer shirley school district,6160000,63,87.3,3.2,0,0,9.5,0,6160000,0.5,2.6,4.5,10.3,5.3,0.4,76.4,48.2,51.8,67,550,518,12.1,31.7
322,2022,barnstable,200000,273,87.2,9.2,0.4,0,3.3,0,200000,0.4,2,7.7,12.9,4.8,0.2,72,48.8,51.2,158,559,550,11.2,53.3
324,2022,bedford,230000,199,98.5,1,0,0.5,0,0,230000,0,15.9,6.1,5.9,5.3,0.1,66.8,49.3,50.6,216,618,620,11.2,13.3
325,2022,belchertown,240000,151,92.7,2.6,0,2,2.6,0,240000,0.3,1.8,1.9,4.1,2.6,0.2,89.2,49.2,50.8,117,571,559,12.3,24.5
326,2022,bellingham,250000,131,90.8,3.8,0,0.8,4.6,0,250000,0.2,2.8,2.1,4.3,2.1,0.4,88.1,48.9,51.1,88,550,527,12.9,31.6
327,2022,belmont,260000,320,98.4,1.6,0,0,0,0,260000,0.1,19.1,3.4,4.3,6.8,0.1,66.2,49.4,50.6,329,653,662,15,11.9
329,2022,berkshire hills,6180000,131,94.7,3.1,0,0,2.3,0,6180000,0.1,2.7,1.7,8.2,5.3,0.2,81.9,48,52,97,557,539,10,43.4
330,2022,berlin-boylston,6200000,70,100,0,0,0,0,0,6200000,0,3,1.9,3.5,2.5,0,89.1,45.8,54.2,57,567,563,11.9,17.4
331,2022,beverly,300000,318,93.4,4.7,0.3,0.3,1.3,0,300000,0,2.5,3,12.8,3.6,0.1,77.9,48,52,287,546,517,11.9,31.7
332,2022,billerica,310000,263,97,0.8,0,0,2.3,0,310000,0.1,7.4,4,6,2.7,0.1,79.6,49,51,230,535,529,13.6,25.6
333,2022,blackstone valley regional vocational technical,8050000,286,100,0,0,0,0,0,8050000,0,1.4,0.4,3.4,1.8,0,93,49.9,50.1,290,565,542,11.6,17.4
334,2022,blackstone-millville,6220000,100,92,1,1,1,5,0,6220000,0.1,1.1,1.3,6.1,3.6,0,87.9,48.7,51.3,46,547,509,12.9,35
335,2022,blue hills regional vocational technical,8060000,204,99.5,0.5,0,0,0,0,8060000,0.7,0.9,22,12.4,4.4,0.1,59.4,44.6,55.4,102,517,501,11.2,36.5
336,2022,boston,350000,2801,86,9.1,0,0.5,4.4,0,350000,0.3,9,31.5,41.9,3,0.2,14.2,48.2,51.8,"3,269",502,507,10.4,69.8
340,2022,bourne,360000,97,95.9,2.1,0,1,1,0,360000,1,1.6,1.9,4.5,2.9,0.2,87.9,50.6,49.4,130,534,500,10.7,38.5
341,2022,braintree,400000,376,98.1,1.1,0,0,0.8,0,400000,0.3,17.3,4.8,4.6,1.3,0.1,71.6,49.6,50.4,444,562,568,12.6,27.6
342,2022,bridgewater-raynham,6250000,319,96.2,1.9,0,0,1.6,0.3,6250000,0.1,1.8,4.6,0.3,3.9,0.2,89.2,48.3,51.7,273,553,551,15.9,26.4
343,2022,bristol county agricultural,9100000,98,98,0,0,0,2,0,9100000,0,0,1.1,4.2,2.6,0,92.1,70.8,28.7,34,550,519,12.8,32.1
344,2022,bristol-plymouth regional vocational technical,8100000,308,97.1,0,0,0.3,2.6,0,8100000,0.5,0.7,3.4,7,2.9,0,85.5,43.2,56.6,99,506,510,12.8,30.2
345,2022,brockton,440000,843,83.4,9,1.3,0.1,6.2,0,440000,0.4,2.1,58.2,15.4,4.6,0.2,19.1,48,52,231,509,499,15.5,74
347,2022,brookline,460000,490,94.3,4.5,0.2,0,1,0,460000,0,19.8,5.8,10.6,9.4,0.1,54.2,48.9,51,416,644,650,12.1,14.6
348,2022,burlington,480000,206,95.1,2.4,0,0.5,1.9,0,480000,0.3,16.9,6,6,4,0,66.9,49.7,50.3,184,584,575,10.7,20
349,2022,cambridge,490000,434,93.3,4.6,0.2,0,1.8,0,490000,0.3,12.4,25.2,13.7,8.4,0.2,39.9,49.3,50.7,341,604,590,9.1,35.5
350,2022,canton,500000,237,97.9,1.7,0,0,0.4,0,500000,0,10.6,10.1,5,4.8,0.2,69.2,49.7,50.2,281,565,569,12.6,20.9
351,2022,cape cod regional vocational technical,8150000,117,93.2,3.4,0,0,3.4,0,8150000,1.9,0.7,6.3,9.7,5.1,0.2,76.3,35.9,64.1,20,516,491,10.3,43
352,2022,carver,520000,65,90.8,6.2,1.5,0,1.5,0,520000,0.2,0.4,1.1,1.3,1.1,0.1,95.8,50.3,49.7,79,543,528,11.8,29.5
353,2022,central berkshire,6350000,108,96.3,0,0,0.9,2.8,0,6350000,0.2,1.2,0.7,3.2,3.4,0,91.3,48.3,51.7,65,536,530,13,39.8
354,2022,chelmsford,560000,334,95.8,3.9,0,0,0.3,0,560000,0.1,14.5,2.9,5.4,2.8,0.1,74.2,48.4,51.6,284,579,583,13.4,18.4
355,2022,chelsea,570000,237,76.8,13.1,0,0,10.1,0,570000,0.1,1.3,5.1,86.2,0.8,0,6.4,47.5,52.5,65,474,472,12.5,78.1
356,2022,chicopee,610000,454,88.8,4.4,0.4,0.7,5.7,0,610000,0.1,1.6,3.9,36.9,3,0.1,54.4,47,53,121,547,525,11.1,66.4
